CountryCode,SurveyYear,BirthYear,Satisfied,Income,Education,Conserv,Religious,Male,Marital,DemocracyBad,StrongLeaderBad,ArmyLeaderBad,Age
32,2013,1942,10,5,3,5,4,1,1,1,1,4,71
32,2013,1983,6,4,7,2,5,0,6,1,1,4,30
32,2013,1950,8,6,5,5,5,0,3,1,1,4,63
32,2013,1966,6,4,5,5,5,1,1,1,1,4,47
32,2013,1989,9,6,4,5,3,1,6,1,1,4,24
32,2013,1979,7,3,8,8,1,0,6,1,3,4,34
32,2013,1960,7,3,3,6,1,1,4,1,3,4,53
32,2013,1975,7,NA,3,7,1,0,2,1,4,4,38
32,2013,1950,1,4,7,3,5,0,2,1,4,4,63
32,2013,1992,9,4,7,3,3,1,6,1,4,4,21
32,2013,1982,9,5,7,3,1,1,2,1,4,4,31
32,2013,1965,7,4,5,8,5,1,4,1,4,4,48
32,2013,1931,10,3,4,3,6,0,1,1,4,4,82
32,2013,1989,8,3,6,NA,1,0,6,1,3,4,24
32,2013,1968,9,2,2,3,2,0,2,2,3,3,45
32,2013,1977,9,5,5,4,1,1,1,1,4,4,36
32,2013,1947,6,7,7,6,2,0,1,1,4,4,66
32,2013,1988,8,7,8,2,6,1,1,NA,NA,NA,25
32,2013,1948,8,7,6,6,5,1,5,1,NA,4,65
32,2013,1987,9,6,7,3,1,0,6,1,3,4,26
32,2013,1983,5,6,7,NA,3,1,1,1,NA,4,30
32,2013,1972,7,4,6,NA,5,0,1,1,1,4,41
32,2013,1947,9,7,6,8,7,0,1,1,1,4,66
32,2013,1993,6,3,6,NA,1,0,6,NA,NA,NA,20
32,2013,1948,8,6,3,NA,3,1,1,1,2,4,65
32,2013,1974,5,6,7,NA,1,1,1,1,NA,4,39
32,2013,1992,7,6,7,NA,3,0,6,2,2,4,21
32,2013,1947,7,7,7,5,3,1,1,1,1,4,66
32,2013,1987,8,6,6,9,2,1,2,1,1,4,26
32,2013,1948,7,6,3,NA,4,1,4,1,3,4,65
32,2013,1971,7,6,3,9,5,0,1,1,3,3,42
32,2013,1991,10,5,8,8,1,0,2,3,3,4,22
32,2013,1958,9,5,6,NA,2,1,4,2,NA,3,55
32,2013,1958,8,6,5,5,1,1,2,1,1,4,55
32,2013,1979,8,3,6,8,6,0,6,2,2,2,34
32,2013,1959,8,6,6,6,1,0,1,1,2,4,54
32,2013,1984,9,7,7,NA,1,0,1,1,NA,4,29
32,2013,1990,8,6,6,NA,2,1,6,1,NA,4,23
32,2013,1976,7,7,3,4,6,1,2,1,2,4,37
32,2013,1932,9,4,3,NA,7,1,5,1,2,4,81
32,2013,1932,10,6,6,2,1,0,2,1,3,4,81
32,2013,1959,9,5,6,NA,2,1,1,3,NA,3,54
32,2013,1994,8,8,6,7,2,0,6,2,3,2,19
32,2013,1990,6,4,7,5,1,0,6,2,2,3,23
32,2013,1975,9,5,6,5,1,0,6,1,2,2,38
32,2013,1970,8,5,7,7,1,1,2,1,3,4,43
32,2013,1973,7,5,5,NA,4,1,4,2,3,4,40
32,2013,1941,5,3,3,NA,5,1,1,1,2,4,72
32,2013,1982,10,5,7,5,1,0,6,2,3,4,31
32,2013,1987,8,4,9,2,1,0,2,2,4,4,26
32,2013,1941,9,4,3,7,1,1,4,2,3,4,72
32,2013,1966,10,5,4,5,1,1,1,1,3,4,47
32,2013,1971,9,3,6,5,1,0,2,1,4,4,42
32,2013,1979,8,4,4,NA,6,1,2,2,3,4,34
32,2013,1991,10,5,4,3,1,0,6,1,3,4,22
32,2013,1966,8,3,3,NA,6,0,2,1,4,4,47
32,2013,1987,8,3,7,NA,1,1,2,1,2,4,26
32,2013,1970,7,3,6,NA,1,1,4,1,NA,4,43
32,2013,1981,8,5,5,5,1,1,2,2,3,4,32
32,2013,1994,8,5,6,NA,1,0,6,2,NA,4,19
32,2013,1954,5,3,3,NA,5,0,4,1,3,4,59
32,2013,1974,8,2,7,NA,3,1,6,1,3,4,39
32,2013,1992,10,3,7,NA,1,1,2,2,2,3,21
32,2013,1954,7,3,3,5,4,0,1,1,3,3,59
32,2013,1988,8,5,6,NA,7,0,1,2,2,3,25
32,2013,1962,9,5,5,5,2,1,1,1,3,3,51
32,2013,1975,8,2,3,5,1,0,2,1,NA,4,38
32,2013,1990,8,3,7,5,1,1,6,1,2,4,23
32,2013,1971,8,4,3,8,1,0,2,1,4,4,42
32,2013,1936,8,3,2,NA,1,1,4,2,2,3,77
32,2013,1954,6,5,7,1,1,0,4,1,4,4,59
32,2013,1952,8,5,2,5,1,1,5,1,4,4,61
32,2013,1969,9,8,5,5,2,0,1,1,4,4,44
32,2013,1978,9,6,3,5,1,1,1,1,4,4,35
32,2013,1977,8,6,6,5,1,0,1,1,4,4,36
32,2013,1978,9,2,6,5,2,0,2,1,3,3,35
32,2013,1950,9,3,7,5,2,0,2,1,3,3,63
32,2013,1962,9,6,7,3,2,1,1,2,3,4,51
32,2013,1984,8,2,6,2,2,1,2,4,2,4,29
32,2013,1981,8,5,6,4,2,1,2,1,2,4,32
32,2013,1989,8,3,7,5,2,0,6,2,2,2,24
32,2013,1989,9,6,7,6,2,1,4,1,1,4,24
32,2013,1943,8,2,2,5,2,0,5,2,2,2,70
32,2013,1977,8,5,7,4,2,1,4,2,2,4,36
32,2013,1966,9,5,7,5,2,1,3,2,2,2,47
32,2013,1952,6,7,6,5,3,0,3,1,2,4,61
32,2013,1939,9,1,3,6,3,1,5,2,2,4,74
32,2013,1978,10,4,6,8,5,0,1,1,2,4,35
32,2013,1957,4,2,3,6,5,1,4,2,2,4,56
32,2013,1975,7,2,3,6,2,1,3,2,2,4,38
32,2013,1936,7,2,3,5,3,1,5,1,4,4,77
32,2013,1973,8,4,8,3,1,1,1,1,3,4,40
32,2013,1963,8,5,7,5,1,1,4,1,4,4,50
32,2013,1983,8,5,6,5,3,0,2,1,1,4,30
32,2013,1976,6,6,6,1,6,0,6,NA,4,4,37
32,2013,1988,7,5,7,6,3,0,6,1,1,NA,25
32,2013,1947,7,5,3,5,6,0,3,2,2,3,66
32,2013,1980,5,5,6,5,1,1,1,2,2,3,33
32,2013,1966,7,5,7,6,4,0,1,1,1,2,47
32,2013,1955,10,3,7,4,3,1,6,1,2,2,58
32,2013,1978,10,6,4,5,4,1,1,2,2,3,35
32,2013,1973,10,6,7,6,2,1,2,2,2,3,40
32,2013,1962,8,4,7,6,4,0,1,2,2,NA,51
32,2013,1988,9,NA,9,NA,1,1,6,2,2,NA,25
32,2013,1979,10,6,5,3,1,0,6,2,2,NA,34
32,2013,1970,7,7,8,1,1,0,6,1,3,4,43
32,2013,1973,8,7,8,5,2,1,1,1,1,3,40
32,2013,1946,8,7,3,7,4,1,2,1,1,3,67
32,2013,1987,7,8,3,8,1,1,1,1,1,4,26
32,2013,1978,7,7,8,8,4,0,1,2,1,2,35
32,2013,1943,9,6,7,4,1,0,3,1,4,4,70
32,2013,1988,8,5,7,5,1,0,6,1,4,4,25
32,2013,1960,9,4,3,5,6,1,1,2,3,4,53
32,2013,1976,8,5,3,3,1,0,6,1,3,3,37
32,2013,1979,7,6,6,2,7,1,1,1,4,4,34
32,2013,1947,5,7,5,5,5,1,6,1,4,4,66
32,2013,1977,8,6,9,NA,1,0,6,1,3,4,36
32,2013,1974,10,5,4,1,1,0,2,1,4,4,39
32,2013,1991,7,NA,4,3,1,0,6,1,4,4,22
32,2013,1944,5,5,9,2,7,0,1,1,4,4,69
32,2013,1982,8,7,5,8,1,0,1,1,3,4,31
32,2013,1992,8,7,8,7,1,1,6,1,2,4,21
32,2013,1937,7,5,3,3,6,1,6,2,3,3,76
32,2013,1967,8,5,6,NA,2,0,2,3,2,1,46
32,2013,1968,8,7,5,5,6,1,1,1,3,4,45
32,2013,1989,6,7,2,NA,5,0,2,2,2,3,24
32,2013,1984,7,7,2,5,7,1,1,2,3,3,29
32,2013,1946,7,5,3,4,5,0,1,2,2,3,67
32,2013,1956,9,7,7,4,5,0,1,1,2,3,57
32,2013,1961,7,6,3,5,7,1,6,1,2,4,52
32,2013,1987,4,8,7,5,4,1,6,3,2,3,26
32,2013,1977,6,6,2,5,6,0,1,2,2,2,36
32,2013,1972,7,4,6,5,7,1,1,3,3,2,41
32,2013,1988,6,4,7,5,7,0,6,3,3,3,25
32,2013,1937,6,6,6,5,5,0,1,3,3,2,76
32,2013,1987,8,6,5,7,3,0,2,1,2,2,26
32,2013,1971,9,8,4,5,3,0,1,1,3,4,42
32,2013,1991,7,2,4,6,4,1,6,1,4,4,22
32,2013,1984,6,6,4,7,5,0,6,1,3,3,29
32,2013,1982,9,5,8,4,1,1,2,1,2,NA,31
32,2013,1958,7,7,8,4,4,0,1,3,1,2,55
32,2013,1974,7,7,7,6,3,0,1,2,2,3,39
32,2013,1962,6,7,8,7,6,1,1,3,3,3,51
32,2013,1931,4,4,3,6,4,1,5,2,3,4,82
32,2013,1977,5,4,9,6,4,1,1,3,3,4,36
32,2013,1992,8,6,7,5,1,1,6,2,2,3,21
32,2013,1936,6,5,9,6,4,1,5,1,4,4,77
32,2013,1980,9,6,7,5,5,1,1,2,2,3,33
32,2013,1942,8,4,3,5,1,0,1,2,2,NA,71
32,2013,1982,6,4,5,5,5,0,2,1,2,3,31
32,2013,1988,NA,4,3,5,6,1,2,2,1,4,25
32,2013,1940,6,5,6,6,2,0,1,1,1,4,73
32,2013,1947,6,4,3,5,2,1,5,2,1,3,66
32,2013,1994,6,5,6,5,2,0,6,2,2,4,19
32,2013,1962,6,5,7,5,2,1,1,2,1,4,51
32,2013,1951,6,4,3,6,2,1,4,2,2,4,62
32,2013,1976,6,5,2,9,2,0,2,2,2,4,37
32,2013,1993,8,2,6,5,5,0,6,2,3,3,20
32,2013,1941,4,5,2,8,4,0,6,2,2,2,72
32,2013,1987,4,1,6,7,2,1,6,2,2,3,26
32,2013,1945,8,5,3,6,2,1,1,1,NA,3,68
32,2013,1993,3,4,7,NA,1,1,6,1,2,4,20
32,2013,1972,5,4,6,4,1,0,2,2,2,4,41
32,2013,1971,8,4,7,4,1,1,2,1,2,4,42
32,2013,1986,7,5,6,4,1,0,6,2,2,4,27
32,2013,1976,7,5,7,6,7,1,2,2,2,2,37
32,2013,1986,8,5,6,5,1,1,2,2,2,2,27
32,2013,1955,8,6,6,8,2,0,1,2,2,2,58
32,2013,1993,6,4,6,3,4,1,4,1,1,1,20
32,2013,1983,8,5,7,4,1,0,2,2,2,2,30
32,2013,1958,6,4,7,5,2,1,5,1,1,4,55
32,2013,1920,3,6,2,7,2,0,5,2,2,3,93
32,2013,1974,3,6,5,4,2,1,1,2,2,4,39
32,2013,1994,4,4,6,5,2,0,6,2,2,4,19
32,2013,1987,6,4,7,6,2,1,6,2,2,4,26
32,2013,1974,8,5,4,4,2,1,4,2,3,4,39
32,2013,1954,8,5,3,10,1,0,5,2,2,2,59
32,2013,1947,8,5,7,5,1,1,1,2,3,3,66
32,2013,1992,8,4,7,5,1,1,4,1,3,4,21
32,2013,1987,8,7,6,5,2,0,6,2,3,4,26
32,2013,1980,6,8,6,6,5,0,1,2,3,3,33
32,2013,1981,7,5,6,9,3,1,2,2,3,4,32
32,2013,1963,8,5,7,2,2,0,1,1,3,4,50
32,2013,1948,7,5,7,8,2,1,1,2,3,3,65
32,2013,1990,8,5,6,5,2,0,6,1,3,4,23
32,2013,1965,7,6,5,5,6,1,1,1,3,4,48
32,2013,1964,8,5,5,5,6,0,1,1,3,4,49
32,2013,1986,7,5,7,5,4,0,6,2,3,4,27
32,2013,1984,5,4,4,3,1,1,6,1,2,4,29
32,2013,1938,6,3,2,5,7,1,5,2,2,2,75
32,2013,1936,8,3,3,3,2,1,1,1,1,4,77
32,2013,1967,2,6,6,4,2,0,2,2,1,3,46
32,2013,1993,8,7,7,NA,1,1,6,2,2,3,20
32,2013,1950,9,3,2,3,2,0,5,1,2,4,63
32,2013,1958,7,4,3,6,4,1,1,2,1,3,55
32,2013,1974,4,7,5,6,5,1,1,2,2,3,39
32,2013,1978,8,7,7,3,1,1,2,1,2,3,35
32,2013,1989,4,8,7,5,1,0,6,2,2,4,24
32,2013,1994,4,2,6,NA,1,0,6,2,2,NA,19
32,2013,1982,8,7,7,7,4,1,6,2,3,3,31
32,2013,1956,3,4,3,NA,3,0,1,2,3,3,57
32,2013,1941,7,5,3,5,5,1,5,1,1,4,72
32,2013,1972,7,6,6,4,1,0,1,1,3,4,41
32,2013,1979,4,7,7,6,1,0,1,2,2,3,34
32,2013,1988,8,7,7,5,2,1,2,1,2,4,25
32,2013,1966,8,4,7,5,4,1,2,1,2,4,47
32,2013,1960,2,3,3,5,1,1,4,2,2,3,53
32,2013,1955,5,6,3,NA,1,0,1,2,2,4,58
32,2013,1978,8,5,7,3,1,0,2,1,1,3,35
32,2013,1976,5,3,6,NA,1,1,3,2,2,4,37
32,2013,1981,9,7,7,NA,2,1,6,2,4,4,32
32,2013,1993,10,7,8,NA,2,0,6,1,4,4,20
32,2013,1946,8,7,6,5,2,0,1,2,4,4,67
32,2013,1954,7,6,3,NA,2,0,4,1,4,4,59
32,2013,1956,9,6,7,NA,2,0,6,1,4,4,57
32,2013,1972,9,7,6,NA,4,1,1,2,4,4,41
32,2013,1988,8,NA,3,NA,7,1,6,1,4,4,25
32,2013,1963,8,8,5,5,5,0,1,2,4,4,50
32,2013,1964,8,6,3,4,3,1,1,1,4,4,49
32,2013,1954,10,8,7,5,3,1,1,2,4,4,59
32,2013,1961,8,8,3,NA,2,1,3,2,4,4,52
32,2013,1940,8,7,3,NA,4,1,1,1,4,4,73
32,2013,1985,7,7,6,5,5,1,1,1,4,4,28
32,2013,1977,NA,8,3,5,2,0,3,2,3,4,36
32,2013,1966,2,2,6,NA,3,1,3,1,3,4,47
32,2013,1945,10,7,9,3,7,1,3,1,3,4,68
32,2013,1985,8,7,8,3,6,0,1,1,3,4,28
32,2013,1988,8,7,9,5,3,1,6,2,3,4,25
32,2013,1989,7,7,4,NA,4,0,6,2,3,4,24
32,2013,1981,8,5,7,9,3,1,4,2,4,4,32
32,2013,1963,5,6,7,7,5,0,1,3,3,4,50
32,2013,1987,8,6,8,5,2,0,1,1,3,4,26
32,2013,1987,8,7,8,4,1,1,6,2,3,4,26
32,2013,1947,8,5,7,6,5,0,1,3,3,4,66
32,2013,1963,9,7,4,7,5,1,5,3,4,4,50
32,2013,1977,8,7,5,5,3,1,1,1,3,4,36
32,2013,1988,9,6,7,10,5,1,6,2,4,2,25
32,2013,1947,7,6,7,6,2,1,4,1,4,2,66
32,2013,1948,10,5,7,5,2,0,4,1,4,4,65
32,2013,1987,9,6,6,6,1,0,6,1,4,4,26
32,2013,1975,6,6,7,2,1,0,2,1,3,4,38
32,2013,1930,7,5,7,7,2,1,5,2,2,4,83
32,2013,1994,9,6,7,8,6,0,6,3,4,1,19
32,2013,1952,6,2,9,3,1,1,4,2,1,4,61
32,2013,1982,7,5,9,8,2,1,2,1,1,2,31
32,2013,1978,9,8,7,9,2,0,2,2,4,3,35
32,2013,1949,10,7,6,7,5,0,2,1,4,3,64
32,2013,1926,6,7,3,10,6,1,5,2,1,3,87
32,2013,1963,7,7,7,7,2,1,4,1,3,4,50
32,2013,1988,8,6,9,8,3,1,6,1,4,4,25
32,2013,1993,7,7,8,8,4,0,6,1,2,4,20
32,2013,1974,8,7,8,NA,5,1,1,NA,2,4,39
32,2013,1978,8,5,8,NA,5,1,6,2,2,4,35
32,2013,1943,8,8,6,8,1,0,1,1,2,4,70
32,2013,1966,7,4,6,8,3,0,2,1,NA,4,47
32,2013,1989,5,5,8,NA,5,1,6,2,2,4,24
32,2013,1949,5,NA,6,NA,1,0,4,1,2,4,64
32,2013,1970,10,5,4,NA,2,1,4,NA,NA,NA,43
32,2013,1984,8,7,4,5,5,0,6,1,1,4,29
32,2013,1959,5,5,7,5,5,1,1,2,2,4,54
32,2013,1992,10,3,8,5,6,0,6,1,3,4,21
32,2013,1959,5,5,7,5,6,1,1,1,2,4,54
32,2013,1980,5,5,6,5,5,1,4,1,3,4,33
32,2013,1975,5,5,6,5,5,0,6,NA,NA,NA,38
32,2013,1938,5,5,3,5,5,1,5,4,2,4,75
32,2013,1994,9,5,7,5,1,1,6,2,2,3,19
32,2013,1984,6,5,7,NA,2,0,6,2,1,3,29
32,2013,1976,7,7,3,NA,5,1,6,1,2,4,37
32,2013,1946,10,6,2,5,6,1,1,NA,NA,4,67
32,2013,1949,6,5,6,6,2,0,1,NA,NA,4,64
32,2013,1970,7,4,7,8,6,0,1,1,3,4,43
32,2013,1972,8,3,7,10,6,1,1,1,1,4,41
32,2013,1992,9,4,7,7,6,1,6,NA,NA,NA,21
32,2013,1984,8,7,7,NA,1,0,1,2,2,2,29
32,2013,1962,10,8,6,5,7,1,4,2,3,4,51
32,2013,1966,5,6,4,NA,7,1,3,4,2,4,47
32,2013,1943,6,6,3,NA,6,1,5,3,2,3,70
32,2013,1990,8,6,6,NA,4,1,6,2,2,2,23
32,2013,1942,10,4,3,6,6,0,1,NA,NA,NA,71
32,2013,1980,10,7,7,5,6,0,6,2,2,3,33
32,2013,1961,8,9,9,9,4,0,6,2,2,4,52
32,2013,1930,7,8,9,7,5,1,5,1,2,3,83
32,2013,1948,7,6,8,3,5,1,1,1,4,4,65
32,2013,1992,8,8,6,7,1,0,6,2,2,2,21
32,2013,1976,8,8,8,6,5,0,1,1,2,4,37
32,2013,1943,7,3,3,6,2,1,5,2,2,4,70
32,2013,1949,4,3,6,7,1,1,6,1,3,4,64
32,2013,1992,10,6,8,2,5,1,6,1,2,4,21
32,2013,1980,1,6,7,4,5,0,2,1,2,4,33
32,2013,1962,7,3,3,8,5,0,1,3,2,4,51
32,2013,1968,8,5,8,NA,4,0,1,1,4,4,45
32,2013,1961,6,4,4,NA,1,1,2,1,3,4,52
32,2013,1988,8,6,7,NA,7,1,2,2,4,4,25
32,2013,1956,8,4,3,NA,6,1,1,1,4,4,57
32,2013,1940,9,4,2,NA,5,1,5,1,NA,4,73
32,2013,1992,8,5,6,5,6,0,6,1,4,4,21
32,2013,1937,6,5,6,5,6,0,1,1,3,4,76
32,2013,1969,9,4,3,NA,4,1,2,1,4,2,44
32,2013,1923,8,4,3,NA,2,1,1,1,3,4,90
32,2013,1972,7,4,6,NA,5,1,2,1,4,4,41
32,2013,1994,9,5,6,NA,7,0,6,1,4,4,19
32,2013,1993,8,5,7,NA,6,1,6,1,3,4,20
32,2013,1985,7,4,7,NA,4,0,6,1,2,2,28
32,2013,1975,8,6,6,NA,2,0,1,1,2,4,38
32,2013,1946,7,4,2,5,1,0,1,1,NA,4,67
32,2013,1947,9,9,3,10,2,0,1,2,1,3,66
32,2013,1975,8,7,4,5,1,1,6,2,2,3,38
32,2013,1982,8,7,4,NA,1,1,2,2,1,4,31
32,2013,1979,10,8,6,5,1,0,2,2,2,3,34
32,2013,1994,10,8,7,NA,1,1,6,2,2,3,19
32,2013,1972,7,7,6,6,4,0,2,3,2,2,41
32,2013,1942,4,8,3,7,1,0,1,2,2,3,71
32,2013,1978,6,7,8,4,1,1,6,2,4,3,35
32,2013,1988,6,6,7,7,2,0,6,4,4,3,25
32,2013,1970,7,7,7,7,4,1,1,4,4,4,43
32,2013,1992,7,5,6,NA,1,1,6,1,4,4,21
32,2013,1987,8,4,2,NA,1,0,6,2,3,4,26
32,2013,1952,7,5,6,NA,6,0,3,1,3,4,61
32,2013,1977,7,3,7,NA,5,1,2,4,3,4,36
32,2013,1948,8,4,3,NA,4,1,1,2,2,3,65
32,2013,1988,8,6,7,NA,1,0,6,2,1,4,25
32,2013,1944,7,4,3,NA,5,1,2,2,2,4,69
32,2013,1978,9,8,9,NA,5,1,1,2,3,4,35
32,2013,1957,8,7,7,5,6,1,1,1,2,3,56
32,2013,1976,7,7,5,NA,1,0,6,1,1,2,37
32,2013,1957,5,6,6,7,1,0,1,4,2,2,56
32,2013,1945,7,7,6,6,5,1,1,4,2,3,68
32,2013,1993,6,7,7,4,1,1,6,2,2,4,20
32,2013,1983,5,7,7,6,1,0,6,4,4,3,30
32,2013,1974,7,6,8,NA,3,1,6,3,2,4,39
32,2013,1990,9,5,4,7,4,0,6,1,3,4,23
32,2013,1974,8,6,3,8,2,0,6,2,2,3,39
32,2013,1965,8,4,8,6,4,1,1,1,2,4,48
32,2013,1936,9,5,3,9,2,0,6,1,1,4,77
32,2013,1987,10,6,4,6,2,1,6,1,1,4,26
32,2013,1990,7,6,7,NA,1,1,6,2,2,3,23
32,2013,1966,4,5,7,NA,5,1,1,2,1,NA,47
32,2013,1970,8,6,9,5,1,0,6,2,2,3,43
32,2013,1950,8,7,3,7,4,0,1,1,3,4,63
32,2013,1949,6,5,2,3,4,1,5,2,1,4,64
32,2013,1958,7,6,6,7,5,1,1,2,2,3,55
32,2013,1987,8,7,8,6,5,1,6,3,3,3,26
32,2013,1970,7,8,3,5,1,0,6,1,4,4,43
32,2013,1992,8,7,3,5,1,0,6,1,1,2,21
32,2013,1935,7,6,6,8,7,1,1,1,4,NA,78
32,2013,1991,8,3,7,6,4,1,6,2,2,2,22
32,2013,1982,8,7,7,7,6,0,2,2,NA,NA,31
32,2013,1940,8,6,3,6,5,1,5,1,2,2,73
32,2013,1951,6,NA,3,4,6,0,1,3,3,3,62
32,2013,1964,5,7,7,6,1,1,3,1,2,NA,49
32,2013,1987,10,7,5,8,2,1,6,1,1,4,26
32,2013,1965,7,5,4,5,3,1,6,1,2,4,48
32,2013,1974,6,8,9,4,1,0,3,1,4,4,39
32,2013,1945,8,4,3,5,2,0,1,1,4,4,68
32,2013,1988,5,5,3,5,2,0,6,1,2,4,25
32,2013,1987,7,5,7,NA,1,0,6,2,4,2,26
32,2013,1958,8,5,5,5,6,1,4,1,2,4,55
32,2013,1990,10,8,8,4,1,1,6,1,1,3,23
32,2013,1963,9,8,4,5,5,1,1,1,4,3,50
32,2013,1961,9,8,7,5,6,0,1,1,4,3,52
32,2013,1963,5,5,9,4,1,0,3,1,2,3,50
32,2013,1962,9,7,7,NA,6,1,1,1,4,3,51
32,2013,1994,9,5,7,NA,1,0,6,1,NA,1,19
32,2013,1980,7,6,7,4,2,1,1,2,3,3,33
32,2013,1945,7,7,2,6,6,1,5,2,3,NA,68
32,2013,1988,7,6,5,5,2,1,6,1,3,4,25
32,2013,1966,7,7,9,6,5,1,2,1,3,2,47
32,2013,1972,8,4,7,1,1,0,2,1,3,3,41
32,2013,1947,10,8,7,7,6,1,1,1,1,2,66
32,2013,1952,8,5,5,5,2,0,1,1,4,4,61
32,2013,1971,7,4,6,5,2,1,1,1,3,4,42
32,2013,1957,7,4,4,10,2,1,1,1,2,3,56
32,2013,1947,7,6,5,5,4,1,1,1,3,4,66
32,2013,1957,8,4,8,1,3,0,2,1,4,4,56
32,2013,1958,9,6,5,5,7,1,1,1,4,4,55
32,2013,1982,7,5,7,5,1,0,6,1,4,NA,31
32,2013,1974,9,5,7,5,4,1,1,1,3,4,39
32,2013,1990,8,6,8,5,1,0,6,1,3,4,23
32,2013,1985,10,8,8,5,4,1,6,1,4,4,28
32,2013,1981,6,5,5,NA,4,1,1,1,3,4,32
32,2013,1957,7,6,3,5,6,1,1,1,3,4,56
32,2013,1977,7,5,6,5,3,1,1,1,3,4,36
32,2013,1979,8,6,8,5,7,1,1,1,3,4,34
32,2013,1956,8,6,9,4,4,0,6,1,4,4,57
32,2013,1983,NA,6,7,7,1,0,6,1,4,4,30
32,2013,1967,6,4,6,5,6,0,3,1,3,4,46
32,2013,1992,9,6,4,3,1,0,6,1,4,4,21
32,2013,1993,8,5,7,5,1,1,6,1,3,4,20
32,2013,1963,7,5,9,3,1,0,1,1,3,4,50
32,2013,1942,8,5,7,3,1,0,1,1,4,4,71
32,2013,1991,9,5,8,3,1,0,6,NA,NA,NA,22
32,2013,1974,8,6,9,1,4,1,6,1,2,4,39
32,2013,1963,9,5,9,2,1,0,6,1,3,4,50
32,2013,1981,9,5,3,5,5,1,1,1,NA,4,32
32,2013,1932,9,NA,3,5,5,0,1,1,2,4,81
32,2013,1984,9,5,5,5,3,0,6,1,3,4,29
32,2013,1969,8,5,5,6,2,1,6,2,2,3,44
32,2013,1984,8,5,4,5,4,1,2,NA,NA,NA,29
32,2013,1959,10,4,7,NA,6,1,4,NA,NA,NA,54
32,2013,1954,8,2,3,7,4,0,1,NA,NA,NA,59
32,2013,1989,8,4,6,NA,1,0,6,2,2,NA,24
32,2013,1986,8,4,7,NA,7,1,1,NA,NA,NA,27
32,2013,1968,8,3,6,5,1,0,2,1,3,4,45
32,2013,1940,7,NA,2,5,3,1,5,1,NA,4,73
32,2013,1958,8,6,6,NA,6,1,1,1,4,4,55
32,2013,1974,8,4,6,5,7,1,1,1,2,3,39
32,2013,1993,7,3,6,5,1,1,2,2,NA,NA,20
32,2013,1960,7,5,6,6,1,0,1,1,1,4,53
32,2013,1935,10,NA,3,NA,5,1,5,2,NA,4,78
32,2013,1985,9,4,6,5,1,0,6,1,1,4,28
32,2013,1969,8,3,5,5,4,1,4,2,4,NA,44
32,2013,1987,4,5,7,8,5,1,6,2,2,3,26
32,2013,1992,8,8,7,3,4,0,6,1,2,4,21
32,2013,1938,8,6,3,9,5,0,6,1,1,3,75
32,2013,1976,6,4,6,7,5,0,2,2,2,3,37
32,2013,1948,7,4,6,8,6,0,1,2,2,3,65
32,2013,1989,8,4,7,6,5,1,2,1,2,3,24
32,2013,1978,6,5,6,8,5,1,2,1,1,3,35
32,2013,1958,10,2,4,4,3,1,6,1,2,4,55
32,2013,1982,8,5,6,8,4,0,1,2,2,3,31
32,2013,1980,8,8,4,7,4,0,6,1,1,1,33
32,2013,1979,6,7,5,5,5,1,6,2,2,3,34
32,2013,1953,8,3,3,9,4,1,6,2,2,4,60
32,2013,1938,8,6,3,9,5,1,6,1,1,3,75
32,2013,1971,8,7,7,10,7,0,2,2,1,3,42
32,2013,1978,9,7,7,10,5,0,6,1,1,4,35
32,2013,1947,10,7,7,5,7,1,4,1,1,4,66
32,2013,1970,6,2,6,9,6,1,4,2,2,4,43
32,2013,1948,8,6,3,8,5,0,1,1,1,4,65
32,2013,1988,4,5,7,8,5,1,6,2,2,3,25
32,2013,1921,7,8,2,10,6,0,3,1,3,3,92
32,2013,1986,8,8,6,5,2,1,2,1,4,3,27
32,2013,1954,6,7,7,5,1,0,4,2,NA,NA,59
32,2013,1970,5,5,6,6,5,1,1,3,3,4,43
32,2013,1990,7,8,8,6,1,0,6,NA,NA,NA,23
32,2013,1952,7,5,3,7,3,0,1,NA,NA,NA,61
32,2013,1994,6,6,7,6,6,1,6,4,1,4,19
32,2013,1952,9,6,4,8,5,1,1,2,1,2,61
32,2013,1972,6,5,6,6,5,1,1,4,1,4,41
32,2013,1979,7,9,6,6,1,0,1,NA,NA,4,34
32,2013,1961,7,6,6,5,7,1,1,3,1,3,52
32,2013,1947,7,7,7,6,5,1,1,3,1,3,66
32,2013,1987,7,6,7,5,5,1,6,1,1,4,26
32,2013,1988,8,7,6,3,1,0,6,NA,3,NA,25
32,2013,1972,7,7,9,7,6,0,1,2,1,2,41
32,2013,1952,8,3,3,5,2,0,5,NA,NA,NA,61
32,2013,1993,6,5,7,7,7,1,6,NA,2,NA,20
32,2013,1986,7,6,6,5,2,0,6,1,1,4,27
32,2013,1964,4,8,7,NA,1,1,6,NA,NA,NA,49
32,2013,1936,8,6,2,8,7,1,5,NA,NA,NA,77
32,2013,1939,8,4,3,5,1,0,6,1,2,3,74
32,2013,1951,6,4,3,NA,1,0,5,2,2,2,62
32,2013,1977,8,5,6,NA,3,0,2,2,3,3,36
32,2013,1938,10,5,2,NA,5,1,5,1,2,NA,75
32,2013,1957,8,4,3,5,1,0,1,1,3,3,56
32,2013,1984,10,5,6,5,1,0,1,1,4,4,29
32,2013,1955,10,5,3,4,6,0,1,1,3,4,58
