CountryCode,SurveyYear,BirthYear,Satisfied,Income,Education,Conserv,Religious,Male,Marital,DemocracyBad,StrongLeaderBad,ArmyLeaderBad,Age
12,2014,1993,8,5,7,5,5,0,6,2,1,2,21
12,2014,1990,5,6,7,5,6,1,6,1,1,2,24
12,2014,1988,4,6,5,6,6,1,6,2,1,2,26
12,2014,1986,8,5,6,6,6,1,6,3,2,4,28
12,2014,1979,8,7,3,5,7,1,1,2,2,4,35
12,2014,1978,7,5,8,6,6,0,1,1,1,1,36
12,2014,1973,7,7,6,9,7,0,1,3,1,4,41
12,2014,1970,5,2,2,5,6,1,1,1,1,1,44
12,2014,1955,6,5,1,5,6,0,1,1,1,2,59
12,2014,1942,5,4,1,6,6,1,1,2,2,1,72
12,2014,1991,5,5,8,5,6,1,6,3,1,2,23
12,2014,1985,3,4,5,6,6,0,1,2,2,2,29
12,2014,1984,5,3,5,5,6,0,1,2,2,2,30
12,2014,1984,3,5,6,5,6,1,6,3,2,4,30
12,2014,1983,4,4,3,6,6,0,6,2,2,2,31
12,2014,1974,3,4,6,5,6,1,1,2,2,2,40
12,2014,1970,7,5,3,5,6,0,1,3,3,2,44
12,2014,1967,6,5,3,5,6,1,1,3,2,4,47
12,2014,1962,5,4,1,7,6,0,1,2,2,3,52
12,2014,1946,5,5,1,6,6,1,1,2,1,2,68
12,2014,1995,10,7,6,NA,1,1,6,1,4,4,19
12,2014,1994,1,1,2,NA,1,0,6,1,4,2,20
12,2014,1991,10,1,8,NA,1,1,6,1,4,4,23
12,2014,1990,1,5,9,NA,1,1,6,1,4,4,24
12,2014,1984,10,3,7,NA,1,1,6,1,NA,NA,30
12,2014,1978,7,3,4,NA,7,0,1,2,4,4,36
12,2014,1970,5,5,3,2,1,1,1,1,4,4,44
12,2014,1967,5,4,6,4,7,0,1,1,4,4,47
12,2014,1959,10,5,2,NA,1,1,1,1,4,4,55
12,2014,1949,10,5,3,NA,7,0,1,2,1,1,65
12,2014,1994,7,6,2,NA,1,0,6,1,4,4,20
12,2014,1991,10,4,3,NA,1,1,6,1,3,3,23
12,2014,1983,7,4,3,NA,1,0,1,1,3,3,31
12,2014,1982,10,5,2,NA,6,1,1,1,4,4,32
12,2014,1972,9,2,3,NA,1,1,4,1,4,4,42
12,2014,1968,10,5,6,8,6,0,1,1,2,4,46
12,2014,1959,4,5,1,NA,1,1,1,1,3,3,55
12,2014,1938,10,3,1,NA,7,0,1,1,1,NA,76
12,2014,1938,10,3,1,NA,7,0,1,1,1,NA,76
12,2014,1996,10,4,6,NA,1,0,6,1,4,4,18
12,2014,1993,10,5,8,NA,2,1,6,3,3,3,21
12,2014,1986,8,9,3,NA,4,1,6,3,4,2,28
12,2014,1985,8,1,6,NA,4,0,6,1,4,4,29
12,2014,1982,7,3,7,5,4,1,6,2,2,3,32
12,2014,1975,NA,10,6,NA,1,0,1,NA,NA,NA,39
12,2014,1974,8,7,7,5,5,1,3,1,2,3,40
12,2014,1970,5,5,5,NA,2,0,1,1,3,3,44
12,2014,1959,10,7,3,8,7,0,6,1,3,3,55
12,2014,1951,8,7,1,NA,2,1,1,NA,NA,NA,63
12,2014,1989,8,5,3,7,6,0,6,1,3,2,25
12,2014,1991,8,3,3,2,2,1,6,1,2,3,23
12,2014,1990,7,5,9,NA,1,1,6,1,1,2,24
12,2014,1990,5,3,2,NA,7,1,6,NA,NA,NA,24
12,2014,1990,6,9,9,NA,1,1,6,2,3,3,24
12,2014,1989,9,8,3,NA,6,0,6,1,3,4,25
12,2014,1989,5,4,5,3,7,0,6,2,3,3,25
12,2014,1986,4,5,9,5,7,0,6,2,NA,NA,28
12,2014,1986,1,5,9,5,7,0,6,1,4,4,28
12,2014,1985,6,5,6,6,1,1,3,2,4,3,29
12,2014,1927,1,3,1,NA,2,1,1,NA,NA,4,87
12,2014,1992,7,6,4,10,4,1,6,1,1,2,22
12,2014,1990,6,7,9,NA,1,1,6,3,1,3,24
12,2014,1990,7,6,9,7,7,1,6,1,4,3,24
12,2014,1986,6,7,4,NA,4,1,6,2,4,3,28
12,2014,1969,8,8,3,NA,2,1,6,2,2,3,45
12,2014,1965,10,4,1,NA,6,1,1,1,4,4,49
12,2014,1963,10,6,7,1,7,1,1,1,3,4,51
12,2014,1953,8,4,2,1,3,1,1,1,4,4,61
12,2014,1952,10,7,9,1,6,0,1,4,1,4,62
12,2014,1970,4,3,1,NA,2,0,1,NA,NA,NA,44
12,2014,1983,5,5,7,NA,6,1,6,2,3,NA,31
12,2014,1982,5,2,7,NA,6,1,1,2,NA,NA,32
12,2014,1982,1,5,4,NA,7,0,6,2,NA,NA,32
12,2014,1981,5,2,5,NA,6,1,1,2,NA,NA,33
12,2014,1977,1,5,3,NA,7,0,1,2,NA,NA,37
12,2014,1968,5,5,6,NA,6,0,6,2,3,NA,46
12,2014,1966,5,4,6,NA,6,0,6,2,3,NA,48
12,2014,1954,7,3,1,NA,7,0,6,NA,NA,1,60
12,2014,1945,NA,2,1,NA,7,0,6,NA,NA,NA,69
12,2014,1964,7,3,1,NA,7,0,6,NA,NA,4,50
12,2014,1991,5,5,7,NA,6,1,6,2,3,NA,23
12,2014,1989,5,5,8,NA,6,1,6,2,3,NA,25
12,2014,1980,5,2,6,NA,5,1,6,NA,NA,NA,34
12,2014,1979,5,5,2,NA,6,0,6,2,3,NA,35
12,2014,1977,5,5,3,NA,6,0,6,2,3,NA,37
12,2014,1974,5,5,3,NA,6,0,1,2,3,NA,40
12,2014,1972,1,5,9,NA,7,0,1,2,NA,NA,42
12,2014,1970,5,3,2,NA,6,1,6,2,3,NA,44
12,2014,1950,NA,2,1,NA,7,0,1,NA,NA,NA,64
12,2014,1944,7,3,1,NA,7,0,6,NA,NA,1,70
12,2014,1987,5,1,9,NA,6,1,6,2,NA,2,27
12,2014,1984,5,1,9,NA,6,1,6,2,NA,NA,30
12,2014,1981,1,5,3,NA,7,0,6,2,NA,NA,33
12,2014,1978,5,2,8,NA,5,1,6,NA,NA,NA,36
12,2014,1973,1,5,8,NA,7,0,1,2,NA,NA,41
12,2014,1971,5,5,8,NA,6,0,6,2,3,NA,43
12,2014,1970,5,5,8,NA,6,0,6,2,3,NA,44
12,2014,1955,7,3,1,NA,7,0,6,NA,NA,1,59
12,2014,1952,NA,2,1,NA,7,0,6,NA,NA,NA,62
12,2014,1952,7,3,1,NA,7,0,6,NA,NA,1,62
12,2014,1982,5,5,7,NA,6,1,6,2,3,NA,32
12,2014,1982,5,5,4,NA,6,0,6,2,3,NA,32
12,2014,1981,5,5,7,NA,6,1,6,2,3,NA,33
12,2014,1981,5,5,4,NA,6,0,6,2,3,NA,33
12,2014,1980,1,5,2,NA,7,0,6,2,NA,NA,34
12,2014,1980,1,5,7,NA,7,0,6,2,NA,NA,34
12,2014,1979,5,2,8,NA,5,1,6,NA,NA,NA,35
12,2014,1977,5,2,8,NA,5,1,6,NA,NA,NA,37
12,2014,1976,1,5,6,NA,7,0,6,2,NA,NA,38
12,2014,1976,5,2,7,NA,5,1,6,NA,NA,NA,38
12,2014,1976,5,5,4,NA,6,1,6,2,3,NA,38
12,2014,1974,1,5,3,NA,7,0,6,2,NA,NA,40
12,2014,1974,5,2,4,NA,5,1,6,NA,NA,NA,40
12,2014,1973,5,4,4,NA,6,1,6,2,3,NA,41
12,2014,1970,NA,2,1,NA,7,0,1,NA,NA,NA,44
12,2014,1967,1,5,6,NA,7,0,1,2,NA,NA,47
12,2014,1964,NA,2,1,NA,7,0,1,NA,NA,NA,50
12,2014,1954,7,3,1,NA,7,0,6,NA,NA,1,60
12,2014,1952,5,5,3,NA,6,1,6,2,3,NA,62
12,2014,1980,5,5,2,NA,6,0,1,2,3,NA,34
12,2014,1994,5,7,6,NA,6,1,6,2,3,NA,20
12,2014,1989,7,5,7,NA,6,1,6,2,3,NA,25
12,2014,1980,5,2,7,NA,6,1,1,2,NA,NA,34
12,2014,1976,5,5,6,NA,6,0,6,2,3,NA,38
12,2014,1975,7,3,1,NA,6,1,6,2,3,NA,39
12,2014,1974,1,5,6,NA,7,0,6,2,NA,NA,40
12,2014,1974,5,5,6,NA,6,0,6,2,3,NA,40
12,2014,1970,1,5,8,NA,7,0,1,2,NA,NA,44
12,2014,1954,NA,2,1,NA,7,0,1,NA,1,NA,60
12,2014,1944,NA,2,1,NA,7,0,6,NA,NA,NA,70
12,2014,1995,2,4,7,5,7,0,6,1,3,3,19
12,2014,1992,4,4,7,7,2,1,6,2,3,2,22
12,2014,1982,4,2,2,8,4,1,1,1,3,3,32
12,2014,1982,8,2,2,8,3,0,6,2,4,2,32
12,2014,1982,7,2,2,8,6,0,1,2,3,2,32
12,2014,1976,4,3,1,NA,1,1,6,1,NA,4,38
12,2014,1973,3,2,3,8,7,0,1,1,3,3,41
12,2014,1969,7,4,2,8,4,1,1,1,4,4,45
12,2014,1959,5,2,1,9,6,0,1,NA,NA,NA,55
12,2014,1948,6,2,1,NA,2,1,1,NA,NA,NA,66
12,2014,1995,5,4,4,8,6,0,3,2,3,3,19
12,2014,1992,8,1,4,5,1,0,6,2,4,2,22
12,2014,1991,8,2,7,7,3,1,6,1,3,3,23
12,2014,1986,5,2,2,NA,4,1,1,2,3,NA,28
12,2014,1981,3,2,3,NA,4,1,1,NA,2,NA,33
12,2014,1976,7,3,2,7,6,0,6,2,3,3,38
12,2014,1971,6,3,3,NA,2,1,1,2,NA,NA,43
12,2014,1970,3,3,1,6,6,0,1,2,3,NA,44
12,2014,1956,4,3,2,8,7,0,1,2,NA,NA,58
12,2014,1954,4,2,1,NA,4,1,5,NA,NA,NA,60
12,2014,1991,6,4,2,6,6,1,1,1,3,3,23
12,2014,1989,7,2,3,5,6,0,6,1,4,2,25
12,2014,1987,7,5,5,5,6,1,1,1,3,2,27
12,2014,1985,8,5,7,5,1,0,6,1,4,2,29
12,2014,1977,10,6,6,10,7,1,6,1,1,3,37
12,2014,1974,8,2,6,5,5,0,6,1,4,2,40
12,2014,1973,8,6,6,5,7,0,1,1,3,3,41
12,2014,1973,8,6,3,5,3,1,3,1,4,2,41
12,2014,1961,7,4,6,5,6,0,1,1,4,2,53
12,2014,1951,9,5,1,NA,6,1,1,4,1,4,63
12,2014,1994,10,6,5,NA,2,1,6,3,3,3,20
12,2014,1992,6,3,8,NA,2,1,6,1,3,3,22
12,2014,1986,9,5,3,NA,7,0,6,4,NA,4,28
12,2014,1984,10,4,7,NA,2,1,1,3,4,3,30
12,2014,1984,5,5,9,NA,7,0,6,1,4,4,30
12,2014,1983,8,4,7,NA,7,0,6,2,4,4,31
12,2014,1967,9,2,2,5,6,1,3,3,4,3,47
12,2014,1965,8,8,6,NA,7,0,1,NA,NA,NA,49
12,2014,1962,1,7,2,6,6,1,1,2,2,3,52
12,2014,1942,6,5,1,NA,7,0,5,2,4,4,72
12,2014,1995,10,3,3,NA,1,0,6,1,4,2,19
12,2014,1995,9,4,6,NA,1,1,6,1,NA,4,19
12,2014,1990,9,3,3,8,4,1,6,1,4,4,24
12,2014,1983,9,2,3,NA,1,1,1,1,NA,NA,31
12,2014,1981,10,4,6,8,1,0,1,1,4,NA,33
12,2014,1974,3,1,2,NA,1,1,1,1,NA,NA,40
12,2014,1969,8,4,3,5,1,0,1,1,4,NA,45
12,2014,1941,9,4,1,5,1,0,1,1,4,4,73
12,2014,1994,9,4,8,NA,1,0,6,1,NA,4,20
12,2014,1964,6,5,1,8,1,1,1,1,4,4,50
12,2014,1996,8,6,7,NA,1,0,6,1,NA,NA,18
12,2014,1996,7,3,7,NA,1,1,6,1,NA,NA,18
12,2014,1995,8,3,6,5,1,1,6,1,4,3,19
12,2014,1993,10,2,8,8,1,1,6,1,4,4,21
12,2014,1983,5,5,2,6,1,1,1,1,3,3,31
12,2014,1981,7,4,6,10,1,0,1,1,4,2,33
12,2014,1973,8,4,1,NA,7,1,1,3,3,3,41
12,2014,1970,8,5,2,6,1,0,1,1,1,4,44
12,2014,1964,9,4,1,NA,1,1,1,1,4,4,50
12,2014,1943,7,3,1,NA,1,0,1,1,4,3,71
12,2014,1992,10,9,8,5,7,0,6,1,4,3,22
12,2014,1992,10,8,8,5,7,0,6,2,3,3,22
12,2014,1991,6,2,9,NA,6,0,6,NA,NA,NA,23
12,2014,1990,8,2,9,NA,7,0,6,2,1,3,24
12,2014,1988,7,5,9,NA,6,0,6,NA,NA,NA,26
12,2014,1988,5,5,9,NA,7,0,6,2,3,3,26
12,2014,1969,10,8,7,NA,2,1,1,2,1,3,45
12,2014,1962,NA,9,1,NA,2,1,1,NA,NA,NA,52
12,2014,1962,10,9,6,NA,1,1,1,NA,NA,NA,52
12,2014,1959,10,8,7,NA,7,0,1,2,1,3,55
12,2014,1990,5,6,8,5,7,1,6,1,4,1,24
12,2014,1987,6,8,9,NA,6,0,6,1,3,4,27
12,2014,1985,5,6,8,NA,7,0,6,4,3,4,29
12,2014,1980,10,9,6,NA,1,1,1,1,1,NA,34
12,2014,1972,9,5,9,NA,6,0,1,1,4,1,42
12,2014,1970,7,4,2,6,7,0,1,1,1,1,44
12,2014,1965,8,9,9,NA,7,0,1,1,2,2,49
12,2014,1956,9,8,6,1,7,0,1,1,1,1,58
12,2014,1941,8,8,1,NA,7,1,5,NA,NA,NA,73
12,2014,1991,8,7,8,NA,1,1,6,1,2,4,23
12,2014,1995,6,9,7,7,1,1,6,2,3,3,19
12,2014,1995,6,8,8,6,4,0,6,2,4,3,19
12,2014,1991,5,7,2,5,1,0,6,2,4,3,23
12,2014,1990,6,5,6,4,6,1,6,2,3,4,24
12,2014,1982,5,4,9,3,7,1,1,1,4,3,32
12,2014,1980,6,8,6,6,1,0,6,2,4,4,34
12,2014,1968,6,8,2,6,1,1,1,2,3,3,46
12,2014,1965,6,8,2,7,7,0,1,3,4,4,49
12,2014,1964,6,7,1,4,1,1,1,2,4,3,50
12,2014,1940,5,6,1,7,7,0,1,3,4,4,74
12,2014,1994,8,8,8,NA,7,0,6,NA,4,NA,20
12,2014,1994,8,7,6,NA,2,1,3,2,3,3,20
12,2014,1993,8,5,6,5,5,1,6,NA,2,NA,21
12,2014,1990,8,6,2,NA,7,0,6,NA,NA,NA,24
12,2014,1980,8,7,4,NA,4,1,1,2,3,NA,34
12,2014,1976,7,7,4,NA,7,0,1,NA,3,NA,38
12,2014,1970,6,8,2,4,4,1,1,2,3,3,44
12,2014,1965,9,7,2,NA,4,1,1,NA,3,3,49
12,2014,1955,7,5,1,6,1,1,1,1,3,4,59
12,2014,1954,7,7,1,5,7,0,1,NA,3,NA,60
12,2014,1994,8,4,3,6,1,1,6,1,3,3,20
12,2014,1993,5,8,3,7,1,0,6,2,4,3,21
12,2014,1991,5,7,2,3,1,1,6,2,4,4,23
12,2014,1982,5,8,2,5,6,0,4,2,4,3,32
12,2014,1977,8,8,9,6,1,1,1,1,4,4,37
12,2014,1969,7,7,4,7,1,0,1,2,3,3,45
12,2014,1953,6,3,1,4,1,1,1,1,4,3,61
12,2014,1950,4,3,1,7,6,0,1,1,2,4,64
12,2014,1966,7,9,2,4,4,1,1,1,3,3,48
12,2014,1990,3,5,7,8,1,0,6,2,3,NA,24
12,2014,1994,10,5,7,NA,1,1,6,1,2,NA,20
12,2014,1992,2,6,2,NA,7,0,6,2,4,NA,22
12,2014,1991,8,7,2,NA,1,1,1,NA,3,NA,23
12,2014,1990,10,4,2,NA,2,0,1,4,4,NA,24
12,2014,1980,5,6,6,5,6,1,6,2,4,4,34
12,2014,1975,3,5,7,NA,6,0,1,2,NA,4,39
12,2014,1970,6,8,7,1,1,0,1,2,2,4,44
12,2014,1966,6,8,9,4,1,1,1,2,4,4,48
12,2014,1955,9,3,1,NA,4,1,1,1,NA,3,59
12,2014,1941,5,5,1,NA,7,0,1,1,4,4,73
12,2014,1996,9,8,6,2,1,1,6,2,4,NA,18
12,2014,1995,10,5,2,1,4,0,6,2,3,4,19
12,2014,1992,8,4,2,5,1,1,6,1,3,2,22
12,2014,1990,5,7,7,6,7,0,6,2,3,NA,24
12,2014,1979,NA,8,9,9,6,0,1,1,4,4,35
12,2014,1976,8,7,3,NA,1,1,1,2,NA,4,38
12,2014,1972,6,7,1,NA,4,1,1,2,4,4,42
12,2014,1962,4,9,2,7,1,1,1,1,1,2,52
12,2014,1948,4,2,1,5,1,0,1,1,4,4,66
12,2014,1968,4,7,2,5,1,0,5,1,3,4,46
12,2014,1995,7,5,7,5,7,0,6,2,3,4,19
12,2014,1992,3,7,7,5,4,1,1,2,3,4,22
12,2014,1991,7,8,8,5,4,0,6,2,3,3,23
12,2014,1989,1,4,2,6,7,0,6,2,2,3,25
12,2014,1983,10,2,9,6,7,0,1,4,4,4,31
12,2014,1975,NA,3,1,NA,4,1,3,NA,NA,NA,39
12,2014,1972,4,5,3,NA,7,1,1,2,3,4,42
12,2014,1971,1,3,7,5,7,0,3,1,3,3,43
12,2014,1961,NA,7,5,NA,1,1,1,2,3,4,53
12,2014,1952,8,3,7,NA,7,0,1,2,3,3,62
12,2014,1991,7,7,3,6,6,1,6,1,3,2,23
12,2014,1988,7,5,2,5,7,0,6,1,4,3,26
12,2014,1987,6,4,6,6,4,1,1,4,3,3,27
12,2014,1985,1,5,7,NA,7,0,1,2,NA,2,29
12,2014,1984,8,6,7,NA,6,0,6,1,3,1,30
12,2014,1984,6,2,7,5,3,1,1,NA,1,NA,30
12,2014,1974,4,1,7,NA,1,1,1,4,4,4,40
12,2014,1971,8,7,9,4,7,0,1,1,3,3,43
12,2014,1955,7,4,1,NA,7,0,1,2,NA,3,59
12,2014,1952,5,5,2,NA,6,1,1,1,4,4,62
12,2014,1993,5,6,8,5,1,1,6,1,2,2,21
12,2014,1992,6,6,6,NA,4,1,6,1,4,NA,22
12,2014,1986,4,3,2,5,6,0,6,2,4,4,28
12,2014,1985,8,2,3,NA,2,0,1,1,NA,3,29
12,2014,1981,5,5,7,NA,4,1,1,1,2,2,33
12,2014,1977,7,5,5,NA,7,0,1,1,3,3,37
12,2014,1972,5,8,7,5,4,1,3,1,3,4,42
12,2014,1968,5,3,7,4,6,0,1,1,4,3,46
12,2014,1963,5,6,3,NA,6,0,6,2,3,4,51
12,2014,1954,3,3,1,NA,6,1,1,2,2,3,60
12,2014,1990,8,7,7,NA,1,1,1,NA,3,NA,24
12,2014,1989,6,5,9,NA,4,0,6,4,3,4,25
12,2014,1989,3,2,7,NA,2,0,6,NA,4,NA,25
12,2014,1986,7,7,5,NA,1,1,6,1,4,1,28
12,2014,1982,7,4,9,5,5,1,1,1,4,2,32
12,2014,1982,5,4,3,NA,6,0,1,1,4,4,32
12,2014,1969,6,5,7,5,7,1,1,2,1,4,45
12,2014,1969,7,8,2,6,7,0,1,1,3,3,45
12,2014,1954,8,6,2,NA,7,0,1,NA,4,4,60
12,2014,1954,7,6,1,NA,6,1,5,1,NA,2,60
12,2014,1996,7,3,5,NA,6,1,6,NA,NA,NA,18
12,2014,1992,1,5,8,NA,2,1,6,1,4,NA,22
12,2014,1986,7,10,7,NA,4,1,1,1,2,4,28
12,2014,1984,9,1,3,NA,7,0,1,3,4,1,30
12,2014,1982,1,1,8,NA,7,0,6,4,1,4,32
12,2014,1978,6,6,9,NA,6,1,1,2,4,4,36
12,2014,1970,8,5,9,NA,1,1,1,NA,NA,NA,44
12,2014,1966,8,8,5,6,2,0,3,1,3,2,48
12,2014,1961,8,5,7,NA,4,0,1,1,3,3,53
12,2014,1949,6,5,1,NA,5,1,5,1,4,4,65
12,2014,1991,6,3,7,NA,6,1,1,2,3,3,23
12,2014,1991,5,7,8,NA,7,0,6,1,4,4,23
12,2014,1987,3,4,7,NA,1,1,1,1,2,4,27
12,2014,1985,6,5,7,NA,4,0,1,1,4,3,29
12,2014,1982,9,3,7,4,4,1,3,1,1,2,32
12,2014,1980,10,5,6,NA,4,0,6,1,3,3,34
12,2014,1973,6,6,2,NA,5,0,1,1,3,NA,41
12,2014,1967,7,3,2,5,7,1,1,2,2,2,47
12,2014,1956,8,6,1,NA,6,1,1,1,2,2,58
12,2014,1952,6,10,3,NA,6,0,1,2,3,3,62
12,2014,1994,4,2,7,NA,4,1,6,1,3,NA,20
12,2014,1990,5,4,8,9,1,1,6,1,4,4,24
12,2014,1990,6,3,9,8,4,1,6,1,4,4,24
12,2014,1976,4,1,2,5,6,0,6,1,4,4,38
12,2014,1976,6,3,2,NA,2,1,6,1,NA,4,38
12,2014,1973,6,3,2,10,5,0,1,NA,NA,NA,41
12,2014,1968,3,3,1,NA,1,1,1,1,NA,NA,46
12,2014,1966,8,2,3,6,1,1,1,1,NA,NA,48
12,2014,1959,6,3,2,9,6,0,1,1,4,3,55
12,2014,1946,4,4,1,NA,4,1,1,NA,NA,NA,68
12,2014,1996,6,5,6,10,7,0,6,2,3,4,18
12,2014,1993,4,4,3,5,6,0,6,2,3,4,21
12,2014,1991,6,4,8,NA,4,1,6,1,4,NA,23
12,2014,1991,6,6,2,NA,1,1,6,2,3,3,23
12,2014,1983,5,6,3,7,7,0,1,1,4,NA,31
12,2014,1981,7,8,3,5,1,1,1,2,3,3,33
12,2014,1974,7,6,2,7,1,1,1,1,4,4,40
12,2014,1969,4,5,2,7,7,0,1,1,4,4,45
12,2014,1958,4,3,1,NA,7,0,1,1,4,NA,56
12,2014,1946,NA,3,1,NA,4,1,5,NA,4,NA,68
12,2014,1995,6,5,6,NA,7,0,4,2,NA,NA,19
12,2014,1994,7,6,8,NA,1,1,6,1,4,NA,20
12,2014,1993,7,6,7,NA,6,0,6,2,4,NA,21
12,2014,1991,8,7,7,6,4,1,6,2,4,NA,23
12,2014,1982,3,4,2,NA,1,1,1,2,NA,4,32
12,2014,1979,6,6,2,NA,7,0,6,2,2,3,35
12,2014,1966,4,2,1,6,7,0,1,2,3,3,48
12,2014,1953,7,4,1,8,4,1,1,2,4,3,61
12,2014,1974,6,6,2,NA,4,1,6,1,4,4,40
12,2014,1954,6,6,2,NA,7,0,1,1,4,4,60
12,2014,1996,8,7,7,NA,1,1,6,1,NA,NA,18
12,2014,1994,6,5,7,NA,1,0,6,1,4,4,20
12,2014,1990,6,5,8,NA,1,0,6,1,4,NA,24
12,2014,1984,8,7,2,8,7,0,6,2,2,1,30
12,2014,1979,4,7,2,NA,4,1,1,2,4,3,35
12,2014,1972,7,5,2,7,7,0,1,1,4,4,42
12,2014,1967,5,4,2,NA,1,1,1,2,4,NA,47
12,2014,1960,3,3,1,NA,7,0,1,1,4,3,54
12,2014,1954,7,6,1,9,4,0,5,1,NA,NA,60
12,2014,1991,6,6,3,5,1,1,6,1,2,1,23
12,2014,1992,5,6,8,NA,7,0,1,NA,NA,NA,22
12,2014,1985,5,4,5,7,7,0,6,NA,NA,NA,29
12,2014,1984,3,3,6,NA,1,1,6,2,NA,NA,30
12,2014,1983,7,5,9,5,7,0,6,3,1,4,31
12,2014,1970,3,6,6,NA,1,1,3,1,4,3,44
12,2014,1969,4,4,3,NA,1,1,1,1,4,4,45
12,2014,1966,5,5,6,10,7,0,1,NA,NA,NA,48
12,2014,1959,6,8,9,NA,1,1,1,2,NA,2,55
12,2014,1947,1,3,1,NA,7,0,5,NA,NA,NA,67
12,2014,1934,7,7,1,NA,1,1,5,NA,NA,NA,80
12,2014,1996,9,5,6,NA,1,1,6,3,4,1,18
12,2014,1994,7,5,6,NA,1,1,6,1,NA,NA,20
12,2014,1982,5,2,8,NA,7,0,1,2,1,3,32
12,2014,1982,5,1,8,NA,7,0,6,4,4,4,32
12,2014,1981,1,1,2,NA,6,0,1,NA,NA,NA,33
12,2014,1979,1,1,3,NA,7,0,1,NA,NA,NA,35
12,2014,1978,6,1,5,6,7,0,1,NA,NA,NA,36
12,2014,1962,6,5,7,8,7,0,1,NA,NA,NA,52
12,2014,1955,4,2,6,7,7,0,1,NA,NA,NA,59
12,2014,1940,5,5,1,NA,7,0,1,NA,NA,NA,74
12,2014,1996,7,7,7,NA,1,1,6,1,4,4,18
12,2014,1995,6,7,6,7,6,0,6,1,4,4,19
12,2014,1991,4,6,8,6,7,1,6,1,4,NA,23
12,2014,1991,5,5,3,NA,1,1,6,1,4,NA,23
12,2014,1983,6,6,2,5,6,0,1,1,4,4,31
12,2014,1979,5,5,2,NA,1,1,1,2,4,NA,35
12,2014,1972,7,6,6,8,6,0,1,1,4,4,42
12,2014,1972,7,6,2,NA,1,1,1,1,4,NA,42
12,2014,1957,7,8,1,7,7,0,1,1,4,4,57
12,2014,1948,6,3,1,NA,1,1,1,1,4,NA,66
12,2014,1996,7,3,6,10,1,1,6,1,3,3,18
12,2014,1996,2,4,4,7,7,0,6,1,3,3,18
12,2014,1996,4,2,2,10,1,1,6,2,3,3,18
12,2014,1988,5,4,8,9,2,1,6,2,2,3,26
12,2014,1985,4,2,4,8,4,1,1,1,3,3,29
12,2014,1976,7,2,2,7,3,1,6,2,4,2,38
12,2014,1967,8,4,3,9,3,0,1,2,4,2,47
12,2014,1959,6,2,2,9,4,1,1,1,NA,NA,55
12,2014,1956,6,2,1,9,4,1,1,1,4,NA,58
12,2014,1951,5,2,1,8,1,1,1,NA,NA,NA,63
12,2014,1993,10,6,8,5,2,1,6,2,4,4,21
12,2014,1993,8,7,8,5,1,1,6,2,4,2,21
12,2014,1990,4,3,9,NA,1,1,6,1,NA,4,24
12,2014,1990,6,8,8,5,4,1,6,NA,2,3,24
12,2014,1989,6,7,9,NA,7,0,6,4,NA,3,25
12,2014,1987,10,6,3,NA,6,0,6,1,4,4,27
12,2014,1984,6,5,6,NA,1,0,6,1,3,4,30
12,2014,1973,5,1,7,NA,7,0,1,1,4,4,41
12,2014,1965,NA,5,3,NA,1,1,1,2,3,4,49
12,2014,1963,10,7,6,5,1,1,6,2,4,4,51
12,2014,1992,7,5,8,NA,7,0,6,1,4,4,22
12,2014,1992,7,6,9,NA,6,0,6,1,2,3,22
12,2014,1991,1,2,8,NA,2,1,6,3,3,2,23
12,2014,1990,8,5,9,NA,7,0,6,1,4,3,24
12,2014,1981,8,5,9,3,6,0,1,2,3,3,33
12,2014,1974,8,9,9,NA,1,0,1,1,2,4,40
12,2014,1964,4,2,8,NA,6,1,1,4,3,2,50
12,2014,1959,6,5,5,2,7,0,1,1,4,4,55
12,2014,1953,5,5,4,NA,1,1,5,2,3,3,61
12,2014,1949,6,7,8,NA,6,0,1,1,2,4,65
12,2014,1993,10,2,8,NA,2,1,6,3,1,2,21
12,2014,1990,8,5,8,NA,7,0,6,2,2,3,24
12,2014,1990,1,5,8,NA,7,0,6,2,3,4,24
12,2014,1989,1,3,4,6,2,1,6,1,3,4,25
12,2014,1988,5,6,4,NA,2,1,6,3,2,2,26
12,2014,1981,4,6,9,NA,7,0,6,1,3,4,33
12,2014,1972,3,2,4,NA,6,0,1,2,2,3,42
12,2014,1969,5,6,6,NA,1,1,1,1,3,4,45
12,2014,1959,6,6,6,1,6,0,1,1,4,4,55
12,2014,1938,5,5,1,NA,2,1,5,NA,NA,NA,76
12,2014,1995,5,4,8,NA,2,1,6,1,4,4,19
12,2014,1987,6,3,3,8,1,1,6,1,4,4,27
12,2014,1986,7,4,3,5,7,0,6,1,4,4,28
12,2014,1982,3,4,9,7,2,1,1,1,4,NA,32
12,2014,1982,8,2,3,NA,1,0,6,1,4,4,32
12,2014,1981,4,4,4,8,1,1,6,1,NA,4,33
12,2014,1972,5,2,2,7,4,0,1,2,4,4,42
12,2014,1959,7,2,2,10,5,0,1,1,4,3,55
12,2014,1942,7,2,1,NA,4,1,1,NA,NA,NA,72
12,2014,1995,3,3,4,8,1,0,6,4,4,2,19
12,2014,1994,3,3,2,3,7,0,6,2,3,2,20
12,2014,1992,5,5,8,4,4,1,6,1,4,2,22
12,2014,1991,6,7,4,NA,2,1,6,1,4,2,23
12,2014,1970,6,3,2,6,4,0,6,1,4,2,44
