id,neighborhood,host_since,superhost,host_acceptance_rate,host_total_listings,room_type,accommodates,bathrooms,bedrooms,beds,price,min_nights,total_reviews,avg_rating
1051,Union Station,7/22/2013,T,0.95,24,Entire home/apt,5,1 bath,2,3,190,31,134,4.78
1053,Dupont Circle,6/17/2018,F,,1,Entire home/apt,2,1 bath,,1,79,31,4,2.75
1055,Union Station,3/15/2016,T,1,2,Entire home/apt,10,3.5 baths,4,4,220,3,4,5
1056,Union Station,8/24/2016,F,0.75,1,Entire home/apt,3,1 bath,1,1,200,3,55,4.91
1057,Union Station,6/2/2016,T,,3,Entire home/apt,4,1 bath,,2,150,31,57,4.77
1061,Shaw,3/24/2017,F,0.99,1894,Entire home/apt,6,2 baths,2,2,178,31,2,4.5
1062,Shaw,10/16/2016,T,1,3,Entire home/apt,2,1 bath,1,1,108,1,181,4.86
1063,Dupont Circle,10/20/2017,F,,1,Entire home/apt,2,1 bath,1,1,112,31,38,4.7
1064,Dupont Circle,10/16/2016,T,1,3,Entire home/apt,2,1 bath,1,1,89,1,263,4.91
1065,Georgetown,1/10/2018,T,1,6,Entire home/apt,4,1 bath,,2,104,31,133,4.89
1066,Capitol Hill,12/27/2013,F,,1,Entire home/apt,7,2.5 baths,4,4,200,31,3,5
1067,Capitol Hill,3/25/2017,T,1,2,Entire home/apt,2,1 bath,,1,87,31,44,4.73
1068,Union Station,11/30/2016,F,0.93,5,Entire home/apt,4,1 bath,1,1,200,31,64,4.55
1069,Georgetown,3/30/2015,T,1,6,Entire home/apt,4,1 bath,2,2,169,2,245,4.96
1072,Capitol Hill,1/16/2016,T,0.94,1,Entire home/apt,4,1 bath,,2,132,2,249,4.89
1073,Capitol Hill,6/7/2016,T,1,4,Entire home/apt,4,1.5 baths,3,2,195,2,72,4.82
1074,Capitol Hill,8/18/2017,F,0.76,51,Shared room,6,1 shared bath,,1,26,1,58,4.43
1076,Capitol Hill,2/11/2016,T,0.95,3,Entire home/apt,4,1.5 baths,2,2,238,2,168,4.91
1078,Capitol Hill,5/14/2018,F,0.99,4,Entire home/apt,6,1 bath,2,2,260,2,228,4.68
1080,Shaw,12/9/2016,T,0.8,1,Entire home/apt,6,2 baths,3,3,330,31,86,4.98
1081,Dupont Circle,10/4/2014,F,,2,Entire home/apt,3,1 bath,1,1,105,31,7,5
1083,Georgetown,4/19/2016,T,1,22,Entire home/apt,9,2 baths,3,5,449,2,150,4.77
1084,Dupont Circle,3/5/2014,F,,1,Entire home/apt,3,1 bath,,2,100,31,2,5
1085,Union Station,8/6/2018,F,,1,Entire home/apt,3,1 bath,,2,99,31,40,4.98
1086,Union Station,2/28/2014,T,0.99,2,Entire home/apt,4,1 bath,1,2,107,2,247,4.84
1088,Union Station,10/31/2016,F,,2,Entire home/apt,5,1 bath,1,1,89,31,41,4.83
1090,Georgetown,10/8/2014,F,,3,Entire home/apt,3,1 bath,2,3,300,31,207,4.95
1091,Capitol Hill,9/8/2014,T,1,1,Entire home/apt,2,1 bath,,2,99,2,199,4.88
1092,Georgetown,8/13/2018,F,,4,Entire home/apt,5,1.5 baths,3,2,260,31,43,4.58
1094,Dupont Circle,4/6/2011,T,0.99,193,Entire home/apt,4,2 baths,2,3,152,31,114,4.49
1096,Dupont Circle,1/15/2011,F,1,4,Entire home/apt,6,2.5 baths,3,4,303,3,125,4.54
1097,Shaw,10/6/2013,T,,18,Entire home/apt,6,1 bath,2,5,323,2,143,4.66
1098,Union Station,2/4/2012,T,0.97,5,Entire home/apt,2,1 bath,1,1,90,2,62,4.87
1099,Union Station,8/21/2018,F,,5,Entire home/apt,4,1 bath,1,2,104,31,4,4.25
1105,Union Station,8/25/2018,F,,1,Entire home/apt,4,1.5 baths,2,3,175,31,87,4.97
1108,Shaw,8/7/2018,F,0.5,2,Entire home/apt,3,1 bath,1,2,80,31,9,4.5
1114,Dupont Circle,8/1/2017,F,1,2,Entire home/apt,5,1 bath,2,4,219,2,191,4.79
1115,Union Station,8/29/2016,T,0.96,1,Entire home/apt,4,1 bath,1,2,175,2,82,4.9
1116,Union Station,4/27/2016,F,0.81,44,Entire home/apt,2,1 bath,,1,89,31,33,4.52
1120,Union Station,12/14/2015,F,0.88,1,Entire home/apt,4,1.5 baths,1,1,135,2,6,4.33
1121,Dupont Circle,6/17/2014,F,0.4,8,Entire home/apt,1,1 bath,1,1,95,60,11,4.64
1122,Georgetown,9/16/2018,F,,4,Entire home/apt,6,1 bath,2,3,165,31,7,4.33
1123,Georgetown,9/16/2018,F,,4,Private room,2,1 shared bath,,1,85,31,16,4.5
1124,Georgetown,9/16/2018,F,,4,Private room,2,1 shared bath,,1,75,31,13,4.23
1125,Capitol Hill,8/22/2017,T,1,3,Entire home/apt,8,2 baths,2,2,235,31,149,4.97
1129,Union Station,12/15/2014,F,1,2,Entire home/apt,4,1 bath,1,2,155,4,42,4.95
1130,Dupont Circle,3/8/2014,T,0.95,36,Entire home/apt,7,1 bath,2,4,160,31,54,4.74
1132,Foggy Bottom,9/19/2018,F,,9,Entire home/apt,3,1 bath,1,1,109,31,24,4.57
1134,Shaw,11/2/2015,F,0.97,1986,Entire home/apt,6,2.5 baths,3,3,167,31,2,3.5
1135,Shaw,10/15/2015,T,0.98,284,Entire home/apt,10,2.5 baths,2,3,194,31,103,4.87
1136,Union Station,8/7/2014,F,0.82,1,Entire home/apt,4,1 bath,1,1,89,6,116,4.91
1137,Capitol Hill,6/27/2012,T,0.99,11,Entire home/apt,4,1 bath,1,4,150,2,206,4.8
1138,Shaw,10/15/2015,T,0.98,284,Entire home/apt,6,2.5 baths,2,3,224,2,131,4.94
1139,Dupont Circle,10/2/2018,F,,1,Entire home/apt,4,1 bath,1,1,140,31,7,4.86
1140,Union Station,2/3/2012,F,0.96,2,Entire home/apt,2,1 bath,1,1,99,2,158,4.7
1141,Shaw,10/28/2013,T,0.99,16,Entire home/apt,12,4 baths,4,6,581,2,101,4.94
1142,Union Station,6/4/2016,F,1,1,Entire home/apt,2,1 bath,2,2,80,5,131,4.69
1143,Capitol Hill,1/23/2012,T,1,2,Entire home/apt,2,1 bath,,2,161,2,160,4.97
1144,Union Station,3/20/2014,F,0.89,1,Entire home/apt,2,1 bath,,1,80,4,90,4.99
1145,Capitol Hill,10/8/2018,T,1,1,Entire home/apt,4,1 bath,1,2,999,3,201,4.93
1148,Shaw,3/10/2014,T,0.99,4,Entire home/apt,2,1 bath,1,1,151,3,37,4.92
1150,Capitol Hill,8/9/2018,T,1,6,Entire home/apt,7,1.5 baths,3,4,286,1,60,4.95
1152,Dupont Circle,1/27/2016,F,,2,Entire home/apt,3,2 baths,2,2,130,31,10,4.9
1153,Union Station,10/26/2018,T,,4,Entire home/apt,10,2.5 baths,3,5,549,31,32,4.91
1155,Dupont Circle,7/10/2018,F,0,2,Entire home/apt,2,1 bath,,1,75,60,4,5
1157,Capitol Hill,4/27/2016,F,0.81,44,Entire home/apt,3,1 bath,1,1,299,31,100,4.67
1158,Georgetown,9/14/2011,T,0.85,3,Entire home/apt,7,2.5 baths,3,4,657,4,39,5
1159,Capitol Hill,10/15/2015,T,0.98,284,Entire home/apt,3,1 bath,,2,89,2,83,4.71
1162,Shaw,3/16/2014,T,1,2,Entire home/apt,2,1 bath,1,1,192,3,110,5
1164,Capitol Hill,12/23/2014,T,1,1,Entire home/apt,4,1 bath,1,2,120,2,187,4.91
1165,Dupont Circle,11/10/2018,T,1,3,Entire home/apt,1,1 bath,1,1,170,2,165,4.91
1166,Union Station,9/26/2014,F,,2,Entire home/apt,2,1 bath,1,1,75,31,2,5
1167,Capitol Hill,4/29/2017,T,0.99,2,Entire home/apt,3,1 bath,,2,101,1,354,4.9
1168,Dupont Circle,5/18/2009,F,0.99,164,Entire home/apt,4,1 bath,1,2,10,1,42,4.98
1169,Dupont Circle,5/18/2009,F,0.99,164,Entire home/apt,5,1 bath,2,4,10,1,21,4.79
1170,Union Station,2/16/2014,T,1,2,Entire home/apt,4,1 bath,1,1,175,1,288,4.92
1174,Dupont Circle,10/1/2016,F,0.96,3,Entire home/apt,4,1.5 baths,2,2,339,31,90,4.72
1175,Georgetown,9/20/2018,F,0.96,1,Entire home/apt,4,1 bath,2,3,221,2,359,4.56
1176,Dupont Circle,12/28/2014,T,0.71,8,Entire home/apt,5,2 baths,2,3,164,45,29,4.9
1177,Georgetown,9/20/2014,T,1,16,Entire home/apt,4,1 bath,1,2,125,1,443,4.87
1180,Capitol Hill,8/18/2017,F,0.76,51,Shared room,4,1 shared bath,,1,31,1,16,4.63
1181,Capitol Hill,8/18/2017,F,0.76,51,Shared room,6,1 shared bath,,1,29,1,52,4.44
1186,Georgetown,12/12/2018,T,1,1,Entire home/apt,3,1 bath,1,3,213,1,252,4.91
1188,Union Station,12/17/2018,T,0.42,1,Entire home/apt,2,1 bath,1,1,125,2,52,0
1189,Dupont Circle,6/28/2015,T,1,3,Entire home/apt,2,1 bath,,1,150,28,12,0
1190,Capitol Hill,9/2/2012,T,1,29,Entire home/apt,5,1 bath,1,2,177,31,35,4.66
1191,Union Station,8/13/2011,T,1,1,Entire home/apt,3,1 bath,1,2,117,31,92,4.91
1192,Shaw,10/15/2015,T,0.98,284,Entire home/apt,4,1 bath,1,2,164,3,122,4.76
1194,Union Station,4/1/2018,F,1,4,Entire home/apt,2,1 bath,1,1,105,31,11,4.36
1195,Dupont Circle,12/26/2015,F,1,2,Entire home/apt,2,1 bath,,1,109,31,6,4.33
1197,Foggy Bottom,9/14/2013,F,,1,Entire home/apt,2,1 bath,1,1,120,31,1,4
1200,Capitol Hill,11/30/2014,T,1,1,Entire home/apt,3,1 bath,1,2,195,3,143,4.94
1201,Union Station,12/24/2012,T,0.6,1,Entire home/apt,6,1 bath,2,2,100,21,113,5
1202,Union Station,8/21/2018,F,,5,Entire home/apt,4,1 bath,1,2,300,31,4,3.33
1203,Union Station,10/7/2018,F,,1,Entire home/apt,6,1.5 baths,2,4,165,31,135,4.88
1204,Capitol Hill,6/11/2018,F,,1,Entire home/apt,2,1 bath,1,1,100,31,2,5
1205,Shaw,8/15/2016,T,0.99,5,Entire home/apt,5,1 bath,2,3,199,3,93,4.75
1207,Capitol Hill,4/26/2015,F,,4,Entire home/apt,3,1 bath,1,1,125,31,2,5
1208,Capitol Hill,9/7/2016,F,0.96,1,Entire home/apt,8,2.5 baths,3,4,503,2,95,4.58
1215,Union Station,8/21/2018,F,,5,Entire home/apt,4,1 bath,2,2,149,31,7,3.6
1218,Capitol Hill,1/29/2019,T,0.98,1,Entire home/apt,6,1 bath,1,2,306,2,236,4.82
1219,Shaw,6/17/2013,T,,6,Entire home/apt,4,1 bath,1,1,155,3,162,4.59
1220,Capitol Hill,7/20/2014,F,1,3,Entire home/apt,10,3 baths,5,6,323,31,37,4.78
1221,Dupont Circle,11/28/2012,F,,3,Entire home/apt,2,1 bath,2,2,145,31,17,5
1224,Capitol Hill,5/22/2016,F,,1,Entire home/apt,4,1 bath,1,2,138,2,261,4.8
1225,Foggy Bottom,9/19/2018,F,,9,Entire home/apt,3,1 bath,1,1,139,31,15,4.67
1226,Foggy Bottom,9/19/2018,F,,9,Entire home/apt,5,2 baths,2,2,259,31,2,3.5
1227,Shaw,12/16/2016,F,0.97,5607,Entire home/apt,2,1 bath,1,1,213,32,1,4
1230,Shaw,5/21/2012,F,0.97,5,Entire home/apt,8,2.5 baths,3,3,435,3,15,4.8
1231,Dupont Circle,4/6/2011,T,0.99,193,Entire home/apt,3,1 bath,1,2,121,1,116,4.56
1232,Union Station,2/13/2019,F,1,1,Entire home/apt,3,1 bath,1,1,140,2,123,4.76
1233,Union Station,12/22/2016,T,0.86,26,Entire home/apt,3,1 bath,2,2,70,31,69,4.91
1235,Capitol Hill,7/24/2013,T,1,3,Entire home/apt,8,2 baths,3,3,383,2,63,4.95
1237,Dupont Circle,6/1/2016,T,0.46,3,Entire home/apt,5,1 bath,2,2,162,31,146,4.93
1238,Shaw,9/10/2012,T,1,6,Entire home/apt,8,2.5 baths,2,3,438,3,186,4.99
1239,Union Station,5/5/2016,F,,2,Private room,2,1 private bath,,1,29,31,2,5
1240,Capitol Hill,3/2/2019,F,,1,Entire home/apt,2,1 bath,3,1,72,31,22,4.82
1241,Shaw,12/16/2016,F,0.97,5607,Entire home/apt,2,1 bath,1,1,203,32,1,3
1249,Capitol Hill,2/11/2016,T,0.95,3,Entire home/apt,2,1.5 baths,1,1,216,2,101,4.96
1251,Capitol Hill,8/4/2015,T,0.96,1,Entire home/apt,3,1 bath,,2,119,1,75,4.9
1252,Dupont Circle,11/10/2018,T,1,3,Entire home/apt,2,1 bath,1,1,170,2,152,4.93
1253,Union Station,7/20/2016,F,1,7,Entire home/apt,6,2 baths,2,3,99,31,113,4.92
1254,Shaw,4/22/2014,F,,4,Entire home/apt,4,1 bath,1,2,185,31,31,4.97
1255,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,1,216,31,154,4.88
1256,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,1,214,31,186,4.79
1257,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,4,2 baths,2,2,421,3,133,4.9
1258,Dupont Circle,4/27/2016,F,0.81,44,Entire home/apt,2,1 bath,1,1,85,31,11,4.82
1259,Union Station,4/27/2016,F,0.81,44,Entire home/apt,2,1 bath,1,2,95,31,10,4.9
1260,Union Station,4/27/2016,F,0.81,44,Entire home/apt,3,2 baths,2,2,135,31,7,5
1261,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,2,265,31,154,4.79
1270,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,4,1.5 baths,2,2,350,31,95,4.73
1271,Capitol Hill,3/14/2013,T,0.98,4,Entire home/apt,6,2.5 baths,3,3,720,2,69,4.99
1272,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,1,208,30,7,4.57
1274,Georgetown,9/20/2014,T,1,16,Entire home/apt,4,1 bath,1,3,123,1,324,4.82
1275,Shaw,7/12/2018,F,,4,Entire home/apt,3,1 bath,1,1,342,30,270,4.95
1276,Dupont Circle,11/10/2018,T,1,3,Entire home/apt,5,2 baths,2,2,325,2,104,4.78
1277,Foggy Bottom,9/4/2012,F,0.78,6,Entire home/apt,6,1 bath,1,2,129,31,86,4.84
1279,Union Station,9/20/2015,F,,1,Entire home/apt,2,1 bath,1,1,185,31,31,4.81
1280,Capitol Hill,4/12/2019,T,0.97,3,Entire home/apt,4,1 bath,1,3,150,31,129,4.95
1281,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,,1,181,1,75,4.73
1283,Union Station,7/4/2011,F,1,2,Entire home/apt,3,1 bath,3,2,170,6,20,4.8
1284,Capitol Hill,4/28/2019,T,0.9,1,Entire home/apt,4,1 bath,1,2,159,2,144,4.89
1286,Shaw,4/28/2019,T,1,1,Entire home/apt,2,1 bath,1,1,166,2,314,4.97
1287,Union Station,6/17/2013,T,,6,Entire home/apt,4,1 bath,1,2,104,2,197,4.78
1289,Foggy Bottom,9/4/2012,F,0.78,6,Entire home/apt,4,1 bath,,2,80,31,82,4.77
1290,Georgetown,1/10/2018,T,1,6,Entire home/apt,4,1 bath,,2,125,31,178,4.97
1292,Shaw,4/25/2013,T,1,1,Entire home/apt,6,1 bath,2,2,320,2,181,4.96
1295,Union Station,11/2/2015,F,0.97,1986,Entire home/apt,2,1.5 baths,1,1,88,31,1,1
1296,Shaw,10/15/2015,T,0.98,284,Entire home/apt,6,2.5 baths,2,3,344,2,80,4.84
1297,Union Station,8/30/2015,T,1,2,Entire home/apt,4,1 bath,1,2,79,3,42,4.86
1298,Shaw,1/16/2015,F,,1,Entire home/apt,4,1 bath,1,2,250,28,58,4.98
1299,Union Station,7/27/2013,T,0.95,2,Entire home/apt,6,2 baths,3,3,499,2,115,4.95
1300,Union Station,10/15/2015,T,0.98,284,Entire home/apt,8,1.5 baths,2,6,245,31,89,4.82
1302,Union Station,6/28/2018,F,1,5,Entire home/apt,6,1 bath,2,2,200,31,29,4.79
1303,Union Station,10/2/2013,T,0.97,2,Entire home/apt,6,3.5 baths,3,2,280,2,12,5
1305,Foggy Bottom,9/19/2018,F,,9,Entire home/apt,3,1 bath,1,1,139,31,14,4.71
1306,Union Station,6/28/2018,F,1,5,Entire home/apt,10,2 baths,3,3,242,31,44,4.8
1307,Foggy Bottom,9/19/2018,F,,9,Entire home/apt,5,1 bath,1,1,139,31,8,4
1310,Capitol Hill,1/31/2014,T,1,2,Entire home/apt,4,1 bath,,2,131,2,161,4.95
1311,Dupont Circle,4/25/2016,T,0.98,1,Entire home/apt,2,1 bath,1,1,199,3,170,4.91
1312,Union Station,4/27/2016,F,0.81,44,Entire home/apt,2,1 bath,1,1,92,31,11,4.45
1313,Dupont Circle,11/2/2015,F,0.97,1986,Entire home/apt,2,1 bath,1,1,127,31,3,4
1314,Dupont Circle,11/2/2015,F,0.97,1986,Entire home/apt,2,1 bath,1,1,122,31,4,4.25
1315,Dupont Circle,11/2/2015,F,0.97,1986,Entire home/apt,2,1 bath,1,1,127,31,4,3.5
1317,Dupont Circle,12/20/2018,F,,1,Entire home/apt,4,1 bath,,1,99,31,12,4.7
1319,Capitol Hill,6/3/2019,T,0.93,2,Entire home/apt,4,1 bath,1,2,175,2,110,4.91
1320,Georgetown,9/20/2014,T,1,16,Entire home/apt,5,1 bath,2,3,167,1,341,0
1323,Foggy Bottom,6/5/2019,F,0.94,7,Private room,3,1 private bath,,1,234,1,196,4.35
1324,Dupont Circle,10/1/2016,F,0.96,3,Entire home/apt,1,1 bath,1,1,135,3,55,4.42
1327,Dupont Circle,12/6/2015,F,,1,Entire home/apt,4,1 bath,1,3,125,31,20,5
1328,Capitol Hill,1/2/2017,T,1,1,Entire home/apt,4,1 bath,1,2,174,2,232,4.96
1334,Dupont Circle,12/16/2016,F,0.97,5607,Entire home/apt,2,1 bath,1,1,156,32,1,4
1335,Dupont Circle,6/14/2019,F,,10,Private room,2,1 private bath,1,1,999,31,6,4.67
1336,Union Station,9/23/2016,T,,27,Entire home/apt,3,1 bath,,1,92,1,28,4.68
1341,Union Station,10/15/2015,T,0.98,284,Entire home/apt,4,1 bath,1,2,162,3,111,4.91
1342,Shaw,10/8/2011,T,1,1,Entire home/apt,4,2 baths,2,2,205,2,90,4.94
1345,Dupont Circle,6/19/2019,F,1,11,Entire home/apt,2,1 bath,1,1,166,1,124,4.85
1346,Dupont Circle,6/19/2019,F,1,11,Entire home/apt,2,1 bath,1,1,150,1,110,4.65
1349,Dupont Circle,6/19/2019,F,1,11,Entire home/apt,2,1 bath,,1,117,1,244,4.65
1350,Capitol Hill,7/1/2019,T,0.96,1,Entire home/apt,4,1 bath,1,2,113,2,164,4.77
1351,Foggy Bottom,12/16/2016,F,0.97,5607,Entire home/apt,2,1 bath,1,1,208,32,1,5
1352,Capitol Hill,3/21/2016,T,1,2,Entire home/apt,5,1 bath,1,3,100,1,181,4.89
1353,Capitol Hill,7/7/2019,T,0.94,2,Entire home/apt,2,1 bath,1,1,101,3,42,4.95
1354,Shaw,10/15/2015,T,0.98,284,Entire home/apt,4,1 bath,1,2,153,31,87,4.77
1355,Union Station,4/27/2016,F,0.81,44,Entire home/apt,2,1 bath,1,1,88,31,16,4.63
1356,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,6,2 baths,2,3,388,31,124,4.78
1357,Union Station,9/2/2013,F,1,14,Entire home/apt,4,1 bath,1,2,116,2,172,4.91
1358,Capitol Hill,3/15/2015,T,0.93,1,Entire home/apt,2,1 bath,1,1,142,2,59,4.93
1359,Shaw,11/2/2015,F,0.97,1986,Entire home/apt,2,1 bath,1,1,153,31,2,3
1361,Capitol Hill,2/24/2016,T,0.99,1,Entire home/apt,4,1 bath,1,1,126,2,123,4.97
1363,Union Station,10/15/2015,T,0.98,284,Entire home/apt,4,1 bath,2,3,256,2,121,0
1365,Capitol Hill,5/18/2015,F,,1,Entire home/apt,4,1 bath,,1,75,31,50,4.84
1368,Foggy Bottom,7/27/2019,F,0.97,10,Entire home/apt,4,1 bath,2,2,150,90,2,5
1370,Capitol Hill,7/5/2019,T,0.98,1,Entire home/apt,2,1 bath,1,2,181,2,102,4.97
1371,Union Station,9/11/2015,T,,1,Entire home/apt,4,1 bath,1,4,108,2,192,4.92
1372,Capitol Hill,7/29/2019,F,,1,Entire home/apt,6,1 bath,2,2,100,31,32,4.9
1375,Georgetown,1/3/2016,T,1,1,Entire home/apt,6,2 baths,2,4,430,2,161,5
1376,Georgetown,10/14/2018,T,1,1,Entire home/apt,8,3.5 baths,3,5,624,2,215,4.98
1377,Foggy Bottom,12/16/2016,F,0.97,5607,Entire home/apt,2,1 bath,1,1,213,32,2,4
1378,Foggy Bottom,12/16/2016,F,0.97,5607,Entire home/apt,2,1 bath,1,1,292,32,2,5
1379,Union Station,1/9/2015,F,1,2,Entire home/apt,3,1 bath,1,1,80,31,1,4
1380,Capitol Hill,12/30/2016,T,1,1,Entire home/apt,3,1 bath,1,1,130,2,148,4.97
1382,Georgetown,4/3/2016,F,,2,Entire home/apt,4,1.5 baths,1,2,175,31,4,5
1389,Union Station,12/23/2012,T,1,1,Entire home/apt,2,1 bath,1,2,79,2,97,4.9
1390,Foggy Bottom,12/16/2016,F,0.97,5607,Entire home/apt,2,1 bath,1,1,300,32,1,5
1392,Union Station,9/2/2013,F,1,14,Entire home/apt,4,1 bath,1,2,163,2,165,4.96
1393,Capitol Hill,1/30/2015,T,1,1,Entire home/apt,5,1 bath,1,2,144,2,116,4.89
1395,Dupont Circle,3/5/2015,T,0.73,6,Entire home/apt,2,1 bath,,1,80,31,72,4.78
1396,Union Station,8/17/2019,F,1,1,Entire home/apt,4,1 bath,1,2,146,1,52,4.52
1397,Capitol Hill,10/15/2015,T,0.98,284,Entire home/apt,2,1 bath,1,1,88,3,81,4.84
1399,Union Station,4/27/2016,F,0.81,44,Entire home/apt,2,1 bath,1,2,90,31,7,4.86
1400,Foggy Bottom,12/16/2016,F,0.97,5607,Entire home/apt,4,1 bath,2,2,327,32,1,3
1402,Dupont Circle,8/26/2019,T,0.98,21,Entire home/apt,4,2 baths,2,2,324,2,171,4.63
1403,Dupont Circle,8/26/2019,T,0.98,21,Entire home/apt,4,2 baths,2,2,266,2,153,4.7
1404,Dupont Circle,8/27/2019,T,1,2,Entire home/apt,4,1 bath,2,3,268,2,206,4.8
1406,Foggy Bottom,8/28/2019,F,1,15,Entire home/apt,4,1 bath,1,1,113,2,130,4.68
1407,Capitol Hill,3/20/2014,T,0.93,1,Entire home/apt,3,1 bath,1,1,200,2,130,4.98
1408,Capitol Hill,3/3/2017,T,0.98,1,Entire home/apt,2,1 bath,,1,185,2,113,4.96
1410,Georgetown,8/26/2019,T,0.98,21,Entire home/apt,4,2 baths,2,2,327,2,170,4.68
1411,Union Station,4/6/2011,T,0.99,193,Entire home/apt,2,1 bath,1,2,76,1,35,4.74
1412,Capitol Hill,9/9/2019,T,0.99,2,Entire home/apt,2,1 bath,,1,127,1,363,4.99
1415,Union Station,10/19/2014,T,0.97,7,Entire home/apt,4,1 bath,1,2,183,1,457,4.86
1417,Union Station,4/16/2013,T,1,3,Entire home/apt,4,1 bath,1,1,79,31,197,4.92
1418,Union Station,8/7/2013,T,,1,Entire home/apt,3,1 bath,1,1,111,2,205,4.88
1419,Shaw,1/17/2015,T,,1,Entire home/apt,2,1 bath,1,2,178,31,26,4.96
1420,Shaw,10/6/2013,T,,18,Entire home/apt,6,1 bath,2,4,343,2,55,4.8
1422,Shaw,7/1/2012,T,1,6,Entire home/apt,4,1 bath,1,2,144,31,94,4.97
1423,Dupont Circle,8/26/2019,T,0.98,21,Entire home/apt,8,4 baths,4,4,724,2,13,4.54
1425,Union Station,9/30/2019,F,,1,Entire home/apt,2,1 bath,1,1,115,31,29,4.59
1429,Union Station,10/7/2019,F,,1,Entire home/apt,2,1 bath,,1,140,31,2,5
1430,Georgetown,5/18/2009,F,0.99,164,Entire home/apt,6,2 baths,3,3,260,31,1,4
1433,Union Station,8/27/2014,T,1,4,Entire home/apt,2,1 bath,,1,125,2,159,4.91
1435,Union Station,5/29/2012,T,1,4,Entire home/apt,6,1 bath,,3,109,1,292,4.92
1436,Shaw,10/17/2019,T,1,1,Entire home/apt,5,1 bath,2,2,198,2,224,4.95
1437,Georgetown,10/15/2017,T,,4,Entire home/apt,7,1.5 baths,2,3,250,31,159,4.81
1438,Foggy Bottom,10/17/2019,F,,1,Entire home/apt,2,1 bath,,1,65,31,1,0
1441,Capitol Hill,2/11/2016,F,,2,Entire home/apt,4,2 baths,2,2,100,31,3,5
1442,Dupont Circle,10/24/2019,F,0.99,10,Entire home/apt,2,1 bath,,1,242,1,127,4.33
1444,Shaw,10/15/2015,T,0.98,284,Entire home/apt,2,1 bath,,1,118,2,92,4.67
1445,Foggy Bottom,5/31/2016,F,1,3,Entire home/apt,4,1 bath,2,3,204,4,87,4.75
1446,Capitol Hill,1/9/2014,T,0.99,2,Entire home/apt,5,1 bath,1,1,182,1,381,4.94
1447,Dupont Circle,4/6/2011,T,0.99,193,Entire home/apt,3,1 bath,1,1,121,1,78,4.68
1449,Capitol Hill,11/2/2019,T,1,1,Entire home/apt,6,2 baths,2,3,426,2,59,4.92
1450,Union Station,5/16/2017,F,1,3,Entire home/apt,2,1 bath,,1,66,3,220,4.87
1452,Union Station,4/6/2011,T,0.99,193,Entire home/apt,3,1 bath,1,2,114,1,90,4.49
1453,Union Station,11/16/2019,T,1,1,Entire home/apt,4,1 bath,,2,92,3,84,4.95
1454,Shaw,3/6/2017,T,1,1,Entire home/apt,6,2.5 baths,3,4,707,3,129,4.98
1455,Dupont Circle,11/17/2019,F,,1,Entire home/apt,2,1 bath,1,1,75,31,1,4
1459,Dupont Circle,6/9/2017,F,,1,Entire home/apt,4,1 bath,1,3,70,31,1,5
1460,Union Station,7/9/2012,T,1,3,Entire home/apt,4,1 bath,2,2,170,31,50,4.68
1462,Union Station,4/17/2016,T,0.99,4,Entire home/apt,2,1 bath,,1,130,2,166,4.9
1463,Union Station,1/14/2014,F,0.99,12,Entire home/apt,5,1.5 baths,2,2,268,31,79,4.84
1464,Dupont Circle,4/27/2016,F,0.81,44,Entire home/apt,2,1 bath,1,2,94,31,7,4.71
1465,Union Station,2/5/2013,F,0.95,5,Entire home/apt,4,2.5 baths,2,2,349,31,1,5
1467,Shaw,11/2/2015,F,0.97,1986,Entire home/apt,4,2 baths,2,2,197,31,1,1
1468,Union Station,5/22/2016,T,1,2,Entire home/apt,8,1.5 baths,3,5,340,5,37,4.97
1471,Union Station,5/2/2016,T,1,1,Entire home/apt,4,1 bath,1,2,231,2,130,4.98
1472,Capitol Hill,9/23/2013,T,0.88,2,Entire home/apt,1,1 bath,,2,71,7,25,4.88
1473,Dupont Circle,9/10/2013,T,1,2,Entire home/apt,4,2 baths,2,2,198,2,113,4.82
1480,Shaw,5/15/2017,F,,1,Entire home/apt,4,2.5 baths,2,2,249,31,8,5
1481,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,1,189,31,49,4.55
1482,Shaw,5/11/2016,F,0.88,8,Shared room,1,1 shared bath,,6,73,1,5,3.8
1483,Shaw,5/11/2016,F,0.88,8,Shared room,1,1 shared bath,,1,74,1,184,4.41
1486,Shaw,5/11/2016,F,0.88,8,Shared room,1,1 shared bath,,2,104,1,1,5
1490,Union Station,9/7/2015,T,0.98,1,Entire home/apt,4,1 bath,2,2,237,2,205,4.86
1491,Union Station,12/2/2015,F,,2,Entire home/apt,3,1 bath,1,1,97,31,9,4.89
1492,Union Station,10/6/2019,T,1,1,Entire home/apt,4,1 bath,1,2,145,1,15,4.93
