id,neighborhood,host_since,superhost,host_acceptance_rate,host_total_listings,room_type,accommodates,bathrooms,bedrooms,beds,price,min_nights,total_reviews,avg_rating
1494,Dupont Circle,3/23/2018,F,0.74,1,Entire home/apt,2,1 bath,1,1,150,2,99,4.38
1497,Capitol Hill,7/18/2016,T,1,2,Entire home/apt,4,1 bath,1,2,199,3,119,4.95
1498,Union Station,6/7/2014,T,1,1,Entire home/apt,6,1 bath,2,4,189,1,235,4.96
1499,Union Station,2/17/2016,F,,3,Entire home/apt,3,1 bath,1,1,80,31,4,5
1500,Capitol Hill,4/12/2014,T,0.96,1,Entire home/apt,2,1 bath,1,2,119,31,78,4.86
1502,Georgetown,7/6/2015,F,0.96,1,Entire home/apt,4,1 bath,1,3,165,2,60,4.75
1503,Dupont Circle,2/26/2017,T,1,2,Entire home/apt,4,1 bath,1,1,114,31,238,4.81
1504,Union Station,4/10/2017,T,1,2,Entire home/apt,4,1.5 baths,2,2,251,3,99,4.97
1505,Shaw,11/10/2017,F,0.62,3,Entire home/apt,4,1 bath,1,2,71,2,58,4.69
1506,Shaw,8/9/2016,F,0.33,4,Entire home/apt,4,2 baths,2,2,175,31,6,4.83
1507,Shaw,12/16/2016,F,0.97,5607,Entire home/apt,4,2 baths,2,2,321,32,1,5
1508,Foggy Bottom,12/29/2021,F,,2,Entire home/apt,5,3 baths,4,5,170,90,4,4
1509,Georgetown,5/18/2009,F,0.99,164,Entire home/apt,4,1 bath,2,2,142,31,25,4.25
1511,Union Station,3/24/2016,F,1,3,Entire home/apt,6,2 baths,2,3,216,31,40,4.13
1512,Union Station,3/24/2016,F,1,3,Entire home/apt,6,2 baths,2,3,228,31,48,4.65
1515,Union Station,12/19/2012,F,,1,Entire home/apt,2,1.5 baths,1,1,140,31,10,5
1518,Foggy Bottom,9/19/2018,F,,9,Entire home/apt,3,1 bath,1,1,139,31,3,4.33
1519,Capitol Hill,10/15/2015,T,0.98,284,Entire home/apt,4,1 bath,1,2,119,31,38,4.92
1523,Dupont Circle,9/17/2013,T,1,1,Entire home/apt,4,1 bath,1,2,189,5,74,0
1525,Capitol Hill,9/10/2013,T,0.98,1,Entire home/apt,2,1 bath,1,1,123,2,107,4.93
1526,Union Station,1/26/2020,F,0,4,Entire home/apt,6,1 bath,2,3,160,31,40,4.83
1527,Capitol Hill,10/28/2013,T,0.99,2,Entire home/apt,6,2.5 baths,2,2,312,1,117,4.97
1528,Union Station,2/4/2020,T,0.99,1,Entire home/apt,3,1 bath,1,2,104,1,122,4.95
1529,Capitol Hill,6/14/2016,T,0.86,1,Entire home/apt,3,1 bath,1,2,167,2,92,4.95
1535,Shaw,2/12/2020,T,1,1,Entire home/apt,2,1 bath,,1,96,2,168,4.92
1540,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,6,1 bath,2,2,291,5,26,4.69
1543,Shaw,2/20/2020,F,,1,Entire home/apt,1,1 bath,1,1,67,31,1,4
1544,Union Station,10/26/2018,T,,4,Entire home/apt,8,2.5 baths,3,4,549,31,9,4.89
1545,Capitol Hill,12/19/2015,T,1,1,Entire home/apt,4,1 bath,1,2,193,3,43,5
1546,Shaw,10/15/2015,T,0.98,284,Entire home/apt,2,1 bath,1,1,128,2,64,4.92
1550,Union Station,5/30/2012,F,,6,Entire home/apt,4,1 bath,1,3,160,31,3,5
1551,Capitol Hill,2/16/2015,T,1,5,Entire home/apt,4,1 bath,,2,135,31,169,4.88
1552,Georgetown,2/6/2015,F,0.95,11,Entire home/apt,7,1.5 baths,2,4,316,2,99,4.55
1553,Foggy Bottom,11/2/2015,F,0.97,1986,Entire home/apt,4,2 baths,2,2,222,31,1,1
1554,Foggy Bottom,11/2/2015,F,0.97,1986,Entire home/apt,4,2 baths,2,2,176,31,6,4.17
1555,Union Station,4/27/2016,T,0.91,19,Entire home/apt,6,1 bath,2,3,152,2,189,4.74
1556,Union Station,12/16/2016,F,0.97,5607,Entire home/apt,2,1 bath,1,1,169,32,1,4
1559,Union Station,10/8/2019,T,1,2,Entire home/apt,4,1 bath,2,3,179,2,147,4.81
1560,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,2,103,31,47,4.83
1563,Union Station,11/22/2014,T,0.98,1,Entire home/apt,4,1.5 baths,2,3,249,2,56,5
1565,Capitol Hill,1/15/2015,T,1,1,Entire home/apt,2,1 bath,1,1,133,2,104,4.9
1567,Union Station,3/8/2015,T,0.97,1,Entire home/apt,4,1 bath,1,2,135,3,31,5
1571,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,2,155,2,79,4.59
1572,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,1,155,2,27,4.81
1573,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,1,155,2,80,4.75
1574,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,6,2 baths,2,2,181,31,113,4.68
1576,Union Station,9/27/2014,F,,2,Entire home/apt,3,1 bath,1,2,118,3,26,5
1577,Union Station,2/29/2020,T,1,1,Entire home/apt,3,1 bath,1,2,103,2,199,4.94
1578,Union Station,4/27/2016,T,0.91,19,Entire home/apt,6,1 bath,2,3,138,2,186,4.73
1580,Georgetown,1/4/2014,F,0,2,Entire home/apt,2,1 bath,1,2,99,31,2,5
1581,Union Station,12/3/2019,F,0.43,3,Entire home/apt,4,1.5 baths,2,2,259,31,7,4.86
1582,Capitol Hill,1/27/2018,T,1,16,Entire home/apt,4,1 bath,1,2,236,31,34,4.91
1583,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,2,181,2,81,4.72
1584,Capitol Hill,5/18/2020,F,1,1,Entire home/apt,6,1 bath,1,3,102,31,119,4.76
1585,Dupont Circle,3/3/2016,F,0,1,Entire home/apt,2,1 bath,1,1,150,31,14,5
1587,Dupont Circle,6/19/2019,F,1,11,Entire home/apt,2,1 bath,,1,128,1,152,4.71
1589,Dupont Circle,6/19/2019,F,1,11,Entire home/apt,2,1 bath,1,1,154,1,64,4.58
1590,Dupont Circle,3/6/2018,T,1,14,Entire home/apt,2,1.5 baths,1,1,270,1,10,4.9
1591,Capitol Hill,4/12/2018,T,1,1,Entire home/apt,4,1 bath,1,2,170,3,102,4.98
1592,Capitol Hill,5/10/2013,T,0.89,1,Entire home/apt,4,1 bath,1,2,190,1,116,4.94
1595,Foggy Bottom,6/5/2019,F,0.94,7,Private room,4,1 private bath,,2,254,1,6,4.17
1596,Capitol Hill,3/8/2015,T,1,3,Entire home/apt,2,1 bath,1,1,102,10,80,4.95
1597,Georgetown,5/18/2009,F,0.99,164,Entire home/apt,5,3 baths,3,3,267,31,4,5
1598,Foggy Bottom,6/5/2019,F,0.94,7,Private room,3,1 private bath,,1,244,1,21,4.57
1603,Capitol Hill,9/28/2011,F,0.43,3,Entire home/apt,4,2.5 baths,2,3,200,4,6,5
1605,Capitol Hill,8/28/2012,T,1,2,Entire home/apt,2,1 bath,1,1,160,1,169,4.96
1606,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,2,208,31,9,4.67
1607,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,2,112,31,12,5
1608,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,2,266,31,3,5
1613,Capitol Hill,6/26/2015,F,,1,Entire home/apt,2,1 bath,,2,99,31,11,4.82
1614,Shaw,4/22/2017,F,1,43,Entire home/apt,6,2 baths,2,3,318,1,70,4.69
1616,Union Station,6/24/2019,F,0.88,1,Entire home/apt,2,1 bath,1,1,125,2,34,4.91
1617,Shaw,4/22/2017,F,1,43,Entire home/apt,2,1 bath,1,1,182,1,40,4.55
1618,Shaw,4/22/2017,F,1,43,Entire home/apt,5,1.5 baths,2,3,264,1,68,4.66
1619,Shaw,4/22/2017,F,1,43,Entire home/apt,2,1 bath,1,1,171,1,42,4.86
1621,Capitol Hill,11/21/2013,F,,1,Entire home/apt,2,1 bath,1,1,110,31,20,4.95
1622,Capitol Hill,8/4/2020,T,0.96,1,Entire home/apt,2,1 bath,,1,115,2,111,4.9
1623,Dupont Circle,3/8/2014,T,0.95,36,Entire home/apt,3,1 bath,1,2,140,31,9,5
1624,Shaw,4/22/2017,F,1,43,Entire home/apt,4,1 bath,1,2,262,1,57,4.91
1626,Union Station,7/29/2020,T,1,4,Entire home/apt,5,1.5 baths,2,2,279,3,74,4.85
1627,Shaw,7/29/2015,F,0.99,339,Entire home/apt,6,2 baths,1,3,217,31,148,4.8
1628,Capitol Hill,4/17/2014,F,,5,Entire home/apt,10,3.5 baths,4,6,450,31,16,5
1630,Shaw,7/29/2015,F,0.99,339,Entire home/apt,5,2 baths,2,3,260,31,71,4.68
1631,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,4,2 baths,2,3,273,31,115,4.75
1632,Shaw,7/29/2015,F,0.99,339,Entire home/apt,5,2 baths,2,3,153,31,83,4.84
1633,Georgetown,4/6/2011,T,0.99,193,Entire home/apt,6,2.5 baths,2,3,262,1,65,4.83
1634,Capitol Hill,8/21/2011,T,1,2,Entire home/apt,4,2.5 baths,2,2,300,31,9,5
1635,Capitol Hill,2/8/2018,T,0.94,1,Entire home/apt,4,1 bath,1,2,120,3,86,4.94
1636,Union Station,8/29/2020,T,1,1,Entire home/apt,6,1 bath,1,3,240,2,82,4.88
1638,Union Station,8/29/2020,T,0.99,2,Entire home/apt,4,1 bath,1,2,127,2,192,5
1639,Union Station,5/19/2014,F,,2,Entire home/apt,2,1 bath,1,1,70,31,2,5
1641,Shaw,1/30/2016,T,1,2,Entire home/apt,4,1 bath,1,2,188,2,94,4.95
1645,Dupont Circle,5/6/2018,T,1,4,Entire home/apt,4,1 bath,1,1,141,2,87,4.85
1646,Capitol Hill,11/14/2019,F,0.99,3,Shared room,1,1 shared bath,,6,66,1,9,4.78
1648,Union Station,1/3/2017,F,1,4,Entire home/apt,6,2.5 baths,3,2,255,3,68,4.87
1652,Dupont Circle,8/26/2019,T,0.98,21,Entire home/apt,4,1 bath,2,3,302,2,181,4.82
1653,Union Station,7/7/2014,T,0.99,2,Entire home/apt,4,1.5 baths,2,3,269,2,180,4.95
1654,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,1,142,31,1,5
1655,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,1,142,28,1,5
1656,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,6,2 baths,2,3,288,31,19,4.79
1657,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,6,1 bath,2,3,180,28,1,5
1658,Capitol Hill,1/6/2016,T,1,18,Entire home/apt,4,1 bath,1,2,130,31,1,5
1659,Capitol Hill,1/6/2016,T,1,18,Entire home/apt,2,1 bath,1,1,132,31,15,4.8
1660,Capitol Hill,5/5/2018,F,1,2,Entire home/apt,1,1 bath,,1,68,31,4,5
1662,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,3,1 bath,1,2,119,12,11,4.55
1663,Shaw,9/12/2014,T,0.5,1,Entire home/apt,2,1 bath,1,1,118,60,10,4.8
1664,Capitol Hill,10/6/2020,T,1,1,Entire home/apt,6,1 bath,2,4,309,3,184,4.99
1665,Shaw,7/12/2018,F,,4,Entire home/apt,2,1 bath,1,3,190,1,228,4.96
1667,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,2,144,2,124,4.75
1669,Union Station,12/13/2012,T,0.97,2,Entire home/apt,6,1.5 baths,2,4,197,3,147,4.93
1670,Dupont Circle,12/31/2019,T,,1,Entire home/apt,3,1 bath,1,3,60,31,111,4.75
1673,Foggy Bottom,6/14/2019,F,,10,Private room,6,2.5 shared baths,2,4,750,31,8,4.75
1674,Capitol Hill,4/23/2019,T,0.99,8,Entire home/apt,5,1 bath,1,5,189,1,121,4.96
1675,Union Station,10/20/2016,T,0.93,1,Entire home/apt,4,1 bath,1,1,134,3,53,4.98
1676,Capitol Hill,4/23/2019,T,0.99,8,Entire home/apt,3,1 bath,,2,170,1,134,4.93
1677,Capitol Hill,4/23/2019,T,0.99,8,Entire home/apt,3,1 bath,,2,161,1,97,4.95
1678,Capitol Hill,4/23/2019,T,0.99,8,Entire home/apt,5,1 bath,1,5,181,1,107,4.92
1679,Dupont Circle,4/27/2016,F,0.81,44,Entire home/apt,2,1 bath,1,1,85,31,9,4.78
1680,Dupont Circle,4/27/2016,F,0.81,44,Entire home/apt,2,1 bath,1,1,84,31,6,4.83
1682,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,5,1 bath,2,2,129,31,2,4
1685,Union Station,9/2/2013,F,1,14,Entire home/apt,4,1 bath,1,1,137,2,84,4.95
1688,Union Station,10/2/2017,T,0.8,2,Entire home/apt,3,1 bath,1,2,105,31,36,4.64
1689,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,2,244,31,41,4.76
1690,Dupont Circle,7/22/2013,F,0.24,221,Entire home/apt,4,1 bath,1,1,133,31,1,5
1691,Union Station,6/28/2011,T,0.92,1,Entire home/apt,2,1 bath,,2,135,2,31,4.84
1692,Dupont Circle,7/22/2013,F,0.24,221,Entire home/apt,2,1 bath,1,1,127,31,1,5
1694,Shaw,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,2,137,30,30,4.73
1695,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,2,103,31,5,4.8
1696,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,5,2 baths,2,3,147,31,1,3
1697,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,6,2 baths,2,3,147,31,2,5
1698,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,6,2 baths,1,3,98,31,2,5
1699,Shaw,7/29/2015,F,0.99,339,Entire home/apt,6,2 baths,2,3,289,30,29,4.72
1700,Shaw,10/28/2013,T,0.99,16,Entire home/apt,2,1 bath,1,1,109,31,39,4.82
1702,Capitol Hill,10/13/2014,T,0.97,6,Entire home/apt,4,1 bath,2,3,257,1,99,4.94
1703,Shaw,8/19/2014,F,,1,Entire home/apt,4,2.5 baths,2,2,420,3,12,4.83
1704,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,6,2 baths,2,3,257,31,5,5
1705,Union Station,1/9/2014,F,0.33,2,Entire home/apt,8,3.5 baths,3,4,325,31,8,5
1707,Capitol Hill,10/13/2014,T,0.97,6,Entire home/apt,2,1 bath,,1,207,1,237,4.95
1708,Union Station,7/22/2013,F,0.24,221,Entire home/apt,4,2.5 baths,2,2,198,31,1,5
1709,Georgetown,7/22/2013,F,0.24,221,Entire home/apt,2,1 bath,,1,118,31,1,3
1710,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,2,97,31,9,4.33
1711,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,2,98,31,1,4
1712,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,3,1 bath,1,2,101,31,2,4
1713,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,2,103,31,5,4.2
1715,Dupont Circle,7/22/2013,F,0.24,221,Entire home/apt,5,1 bath,2,2,167,31,1,4
1716,Georgetown,11/7/2011,F,,1,Entire home/apt,4,1 bath,1,2,110,31,10,4.9
1717,Dupont Circle,7/22/2013,F,0.24,221,Entire home/apt,2,1 bath,1,1,125,31,2,4.5
1718,Foggy Bottom,7/22/2013,F,0.24,221,Entire home/apt,3,1 bath,1,1,101,31,2,3.5
1720,Capitol Hill,2/10/2016,T,1,1,Entire home/apt,5,1.5 baths,3,3,400,31,25,5
1721,Georgetown,4/6/2011,T,0.99,193,Entire home/apt,3,1 bath,1,2,157,1,66,4.62
1722,Dupont Circle,11/1/2015,F,0.17,3,Entire home/apt,4,1 bath,1,1,210,51,5,5
1724,Dupont Circle,3/14/2012,T,0.94,3,Entire home/apt,4,1 bath,1,2,109,31,13,4.77
1725,Capitol Hill,10/13/2014,T,0.97,6,Entire home/apt,6,1 bath,2,5,273,1,76,4.95
1726,Foggy Bottom,5/26/2012,F,0,2,Entire home/apt,2,1 bath,,1,65,90,1,5
1727,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,4,2.5 baths,2,2,263,31,26,4.96
1729,Union Station,4/18/2018,F,1,2,Entire home/apt,3,1 bath,1,1,100,2,9,4.89
1730,Union Station,4/27/2016,F,0.81,44,Entire home/apt,2,1 bath,1,2,87,31,5,5
1731,Dupont Circle,3/8/2016,F,,1,Entire home/apt,4,1.5 baths,1,2,95,31,2,5
1732,Capitol Hill,1/9/2013,T,0.97,2,Entire home/apt,2,1 bath,1,1,10,2,22,5
1733,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,2,183,31,15,4.6
1734,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,1,103,31,25,4.68
1735,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,1,240,31,35,4.8
1740,Capitol Hill,12/2/2020,F,0.75,1,Entire home/apt,6,2.5 baths,3,2,999,2,9,5
1741,Dupont Circle,2/27/2016,F,1,3,Entire home/apt,2,1 bath,,2,110,31,10,5
1742,Foggy Bottom,1/18/2019,F,,1,Entire home/apt,1,1 bath,,1,110,31,1,1
1744,Capitol Hill,4/24/2012,T,0.97,1,Entire home/apt,2,1 bath,1,1,131,3,48,4.88
1745,Dupont Circle,6/3/2017,T,0.98,7,Entire home/apt,2,1 bath,1,1,105,31,5,5
1747,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,2,185,2,103,4.82
1748,Union Station,3/24/2018,F,0.98,1,Entire home/apt,5,2.5 baths,2,2,229,2,37,4.73
1749,Union Station,4/27/2016,T,0.91,19,Entire home/apt,8,2 baths,2,4,253,2,151,4.74
1750,Union Station,4/27/2016,T,0.91,19,Entire home/apt,8,2 baths,2,4,284,2,175,4.82
1751,Union Station,11/23/2014,F,,2,Entire home/apt,8,3 baths,4,4,250,31,3,5
1754,Capitol Hill,5/14/2018,F,0.99,4,Entire home/apt,4,1 bath,2,3,203,2,125,4.72
1755,Capitol Hill,11/25/2020,F,,4,Entire home/apt,8,4 baths,4,4,350,31,12,4.75
1756,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,3,1 bath,1,1,220,2,53,4.62
1757,Dupont Circle,7/22/2013,F,0.24,221,Entire home/apt,2,1 bath,1,1,127,31,4,4.75
1758,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,1,176,1,2,5
1759,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,2,285,31,20,4.7
1761,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,1,138,31,48,4.71
1762,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,1,106,31,2,4.5
1763,Shaw,4/22/2017,F,1,43,Entire home/apt,4,1 bath,1,2,200,1,42,4.74
1764,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,5,1 bath,2,2,164,31,3,4.67
1766,Capitol Hill,10/17/2012,F,0.93,1,Entire home/apt,4,1 bath,1,2,129,2,68,4.81
1769,Capitol Hill,8/24/2015,T,1,1,Entire home/apt,4,1 bath,1,2,194,2,65,4.98
1770,Georgetown,2/10/2015,F,,1,Entire home/apt,4,1 bath,,2,198,365,2,5
1771,Georgetown,9/20/2014,T,1,16,Entire home/apt,5,1.5 baths,2,3,200,31,205,4.86
1772,Union Station,12/30/2020,F,0.96,1,Entire home/apt,6,2 baths,3,3,257,2,129,4.68
1773,Union Station,12/13/2012,T,0.97,2,Entire home/apt,4,1 bath,1,1,118,1,172,4.91
1775,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,3,1 bath,1,2,178,31,49,4.73
1777,Foggy Bottom,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,479,31,1,5
1778,Union Station,7/27/2014,F,0.83,3,Entire home/apt,8,3.5 baths,4,4,489,3,1,5
1779,Dupont Circle,8/26/2019,T,0.98,21,Entire home/apt,4,1 bath,2,2,270,2,130,4.89
1780,Union Station,8/25/2017,T,1,1,Entire home/apt,8,3.5 baths,3,3,367,2,104,4.85
1781,Capitol Hill,3/10/2013,F,,1,Entire home/apt,3,1 bath,,1,118,31,15,4.87
1782,Shaw,1/26/2021,F,1,41,Private room,4,1 private bath,,1,171,1,32,4.63
1783,Shaw,1/26/2021,F,1,41,Private room,5,1 private bath,,2,171,1,42,4.6
1784,Dupont Circle,1/25/2021,F,0.97,1,Entire home/apt,2,1 bath,,2,140,2,120,4.71
1786,Shaw,1/26/2021,F,1,41,Private room,5,1 private bath,,2,171,1,19,4.74
1787,Shaw,1/26/2021,F,1,41,Private room,4,1 private bath,,1,171,1,24,4.63
1788,Shaw,1/26/2021,F,1,41,Private room,4,1 private bath,,1,171,1,6,4
1789,Dupont Circle,1/30/2021,T,1,8,Entire home/apt,2,1 bath,,1,89,31,106,4.93
1790,Shaw,1/30/2021,T,1,8,Entire home/apt,2,1 bath,,1,99,31,114,4.87
1791,Capitol Hill,3/29/2018,F,0.99,489,Entire home/apt,2,1 bath,1,1,125,31,23,4.26
1792,Georgetown,9/20/2014,T,1,16,Entire home/apt,2,1 bath,,1,109,1,232,4.74
1794,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,1,170,31,29,4.72
1796,Shaw,1/26/2021,F,1,41,Private room,4,1 private bath,,1,171,1,29,4.69
1797,Union Station,3/12/2017,F,1,1,Entire home/apt,6,2.5 baths,3,3,189,2,118,4.61
1798,Shaw,10/8/2014,T,0.97,1,Entire home/apt,2,1 bath,1,1,178,2,133,4.92
1800,Capitol Hill,1/27/2018,T,1,16,Entire home/apt,3,1 bath,1,2,228,31,24,4.75
1801,Shaw,1/26/2021,F,1,41,Private room,5,1 private bath,,2,171,1,97,4.54
1802,Union Station,2/17/2021,T,0.99,1,Entire home/apt,4,1 bath,1,2,175,2,144,4.9
1804,Shaw,1/26/2021,F,1,41,Private room,3,1 private bath,,1,171,31,61,4.51
1805,Shaw,1/26/2021,F,1,41,Private room,5,1 private bath,,2,171,1,8,4.63
1807,Shaw,1/26/2021,F,1,41,Private room,5,1 private bath,,2,171,1,20,4.3
1809,Shaw,1/26/2021,F,1,41,Private room,4,1 private bath,,1,171,1,17,4.29
1810,Shaw,4/6/2018,F,0.83,11,Entire home/apt,6,2.5 baths,3,3,234,31,16,4.63
1811,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,2,218,30,13,4.31
1812,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,3,1 bath,1,1,215,1,8,4.75
1813,Shaw,1/26/2021,F,1,41,Private room,4,1 private bath,,1,171,1,109,4.64
1814,Shaw,1/26/2021,F,1,41,Private room,4,1 private bath,,1,171,1,4,4.5
1815,Shaw,1/26/2021,F,1,41,Private room,5,1 private bath,,2,171,1,7,3.86
1816,Shaw,1/26/2021,F,1,41,Private room,5,1 private bath,,2,171,1,43,4.35
1818,Capitol Hill,2/27/2021,F,1,3,Entire home/apt,6,2.5 baths,3,5,321,31,54,4.74
1819,Foggy Bottom,9/4/2012,F,0.78,6,Entire home/apt,4,1 bath,,2,120,31,37,4.54
1820,Shaw,10/28/2013,T,0.99,16,Entire home/apt,10,3 baths,4,5,568,2,62,4.95
1821,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,2,153,1,86,4.65
1822,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,6,2 baths,2,3,199,2,86,4.66
1823,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,1,150,2,66,4.65
1824,Shaw,1/26/2021,F,1,41,Private room,5,1 private bath,,2,171,1,13,4.15
1825,Shaw,1/26/2021,F,1,41,Private room,4,1 private bath,,1,171,1,21,4.29
1827,Union Station,1/12/2017,T,0.98,2,Entire home/apt,4,1 bath,1,2,163,3,68,4.82
1828,Union Station,3/3/2021,T,0.98,1,Entire home/apt,6,2 baths,3,3,260,2,79,4.92
1829,Shaw,1/26/2021,F,1,41,Private room,5,1 private bath,,2,171,1,2,3
1830,Shaw,1/26/2021,F,1,41,Private room,4,1 private bath,,1,171,1,45,4.76
1831,Shaw,1/26/2021,F,1,41,Private room,5,1 private bath,,2,179,1,33,4.39
1832,Shaw,1/26/2021,F,1,41,Private room,4,1 private bath,,1,171,1,12,4.5
1833,Shaw,1/26/2021,F,1,41,Private room,5,1 private bath,,2,171,1,42,4.64
1834,Shaw,1/26/2021,F,1,41,Private room,5,1 private bath,,2,171,1,5,4.4
1835,Shaw,1/26/2021,F,1,41,Private room,5,1 private bath,,2,171,1,10,4.7
1836,Union Station,6/24/2012,T,0.99,2,Entire home/apt,2,1 bath,1,1,139,2,127,4.99
1838,Capitol Hill,8/6/2018,F,0.94,2,Entire home/apt,3,1 bath,1,1,91,31,18,4.67
1839,Shaw,1/26/2021,F,1,41,Private room,5,1 private bath,,2,171,1,39,4.59
1840,Shaw,1/26/2021,F,1,41,Private room,3,1 private bath,,1,171,1,60,4.42
1841,Foggy Bottom,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,2,1,201,31,17,4.82
1842,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,1,123,31,3,5
1843,Shaw,1/26/2021,F,1,41,Private room,5,1 private bath,,2,171,1,24,4.63
1846,Dupont Circle,3/11/2021,F,0.99,9,Entire home/apt,2,1 bath,1,1,95,1,48,4.58
1847,Dupont Circle,3/11/2021,F,0.99,9,Entire home/apt,3,1 bath,1,2,106,1,77,4.74
1848,Dupont Circle,3/11/2021,F,0.99,9,Entire home/apt,3,1 bath,1,2,131,1,102,4.46
1849,Dupont Circle,3/11/2021,F,0.99,9,Entire home/apt,3,1 bath,1,2,109,1,87,4.47
1850,Union Station,5/18/2009,F,0.99,164,Entire home/apt,4,1.5 baths,2,2,146,31,7,4.57
1851,Capitol Hill,3/15/2021,F,1,1,Entire home/apt,4,1 bath,1,4,202,2,126,4.67
1852,Union Station,12/15/2014,T,0.99,1,Entire home/apt,4,1 bath,2,2,295,2,134,4.89
1853,Dupont Circle,4/27/2016,F,0.81,44,Entire home/apt,2,1 bath,1,1,85,31,6,4.67
1854,Union Station,4/23/2019,T,0.99,8,Entire home/apt,2,1 bath,1,2,110,31,4,5
1855,Dupont Circle,4/27/2016,F,0.81,44,Entire home/apt,2,1 bath,1,1,82,31,3,5
1856,Union Station,4/23/2019,T,0.99,8,Entire home/apt,4,1 bath,2,4,110,31,6,5
1857,Union Station,4/23/2019,T,0.99,8,Entire home/apt,4,1 bath,2,2,110,31,12,4.83
1858,Union Station,4/23/2019,T,0.99,8,Entire home/apt,4,1 bath,2,4,145,31,14,4.86
1860,Dupont Circle,3/11/2021,F,0.99,7,Private room,3,1 private bath,,1,320,1,28,4.86
1861,Shaw,1/26/2021,F,1,41,Private room,5,1 private bath,,2,171,1,5,3.2
1862,Shaw,1/26/2021,F,1,41,Private room,3,1 private bath,,1,171,1,36,4.39
1863,Shaw,1/26/2021,F,1,41,Private room,5,1 private bath,,2,171,1,58,4.6
1864,Shaw,1/26/2021,F,1,41,Private room,3,1 private bath,,1,171,1,58,4.66
1865,Shaw,1/26/2021,F,1,41,Private room,3,1 shared bath,,2,171,1,19,4.32
1866,Shaw,1/26/2021,F,1,41,Private room,3,1 private bath,,1,171,1,8,3.88
1868,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,1,192,30,36,4.83
1870,Dupont Circle,7/22/2013,F,0.24,221,Entire home/apt,2,1 bath,1,1,138,31,1,5
